n,algorithm,k,sample,seconds
269,numpy_matmul,0,0,0.0001371250000000157
269,strassen,0,0,0.019320749999999998
269,triple_loop_skipped,0,0,
269,frievald,1,0,0.00016791600000001794
269,frievald,10,0,0.00036545800000001294
269,frievald,20,0,0.0007220000000000004
1571,numpy_matmul,0,1,0.023537291999999987
1571,strassen,0,1,0.876300334
1571,triple_loop_skipped,0,1,
1571,frievald,1,1,0.001169874999999987
1571,frievald,10,1,0.009449875000000052
1571,frievald,20,1,0.019109374999999984
406,numpy_matmul,0,2,0.00037837499999993085
406,strassen,0,2,0.016870291999999898
406,triple_loop_skipped,0,2,
406,frievald,1,2,0.00015483399999993708
406,frievald,10,2,0.0004151250000001827
406,frievald,20,2,0.0007906250000000448
199,numpy_matmul,0,3,5.304200000000314e-05
199,strassen,0,3,0.0023135830000000634
199,triple_loop,0,3,0.0005857920000000849
199,frievald,1,3,5.095799999987882e-05
199,frievald,10,3,0.0002827080000000759
199,frievald,20,3,0.0005395830000001212
1788,numpy_matmul,0,4,0.03172458299999992
1788,strassen,0,4,0.8712092080000002
1788,triple_loop_skipped,0,4,
1788,frievald,1,4,0.0013880409999997845
1788,frievald,10,4,0.011988749999999992
1788,frievald,20,4,0.02382366700000027
647,numpy_matmul,0,5,0.0015084579999999903
647,strassen,0,5,0.1221157500000003
647,triple_loop_skipped,0,5,
647,frievald,1,5,0.0003109999999999502
647,frievald,10,5,0.0006467500000000292
647,frievald,20,5,0.00121116699999968
1555,numpy_matmul,0,6,0.021840917000000015
1555,strassen,0,6,0.8843789579999997
1555,triple_loop_skipped,0,6,
1555,frievald,1,6,0.0010350000000003412
1555,frievald,10,6,0.009193666999999905
1555,frievald,20,6,0.018285499999999733
1794,numpy_matmul,0,7,0.03242087499999968
1794,strassen,0,7,0.870300291
1794,triple_loop_skipped,0,7,
1794,frievald,1,7,0.0013192919999998054
1794,frievald,10,7,0.01203783300000083
1794,frievald,20,7,0.023956958000000306
1549,numpy_matmul,0,8,0.021719749999999927
1549,strassen,0,8,0.8682489169999998
1549,triple_loop_skipped,0,8,
1549,frievald,1,8,0.0010566249999994781
1549,frievald,10,8,0.009105833000000452
1549,frievald,20,8,0.018098417000000033
179,numpy_matmul,0,9,5.2166999999769814e-05
179,strassen,0,9,0.002394499999999411
179,triple_loop,0,9,0.0004807920000002852
179,frievald,1,9,8.341599999983629e-05
179,frievald,10,9,0.0002726250000000263
179,frievald,20,9,0.0005022919999992936
1116,numpy_matmul,0,10,0.008850749999999685
1116,strassen,0,10,0.8701319999999999
1116,triple_loop_skipped,0,10,
1116,frievald,1,10,0.000664000000000442
1116,frievald,10,10,0.004987166000000265
1116,frievald,20,10,0.009807541000000697
1910,numpy_matmul,0,11,0.03815470799999954
1910,strassen,0,11,0.8819119579999999
1910,triple_loop_skipped,0,11,
1910,frievald,1,11,0.0015117919999996232
1910,frievald,10,11,0.01359670900000065
1910,frievald,20,11,0.02712062500000023
997,numpy_matmul,0,12,0.006598915999999733
997,strassen,0,12,0.12298954200000001
997,triple_loop_skipped,0,12,
997,frievald,1,12,0.0005329999999998947
997,frievald,10,12,0.004023166999999717
997,frievald,20,12,0.007924083000000692
372,numpy_matmul,0,13,0.00028299999999958914
372,strassen,0,13,0.016908916000000218
372,triple_loop_skipped,0,13,
372,frievald,1,13,0.00013212500000037153
372,frievald,10,13,0.0003632920000002926
372,frievald,20,13,0.0006975830000000016
190,numpy_matmul,0,14,4.233299999967244e-05
190,strassen,0,14,0.002393917000000023
190,triple_loop,0,14,0.0004949170000001502
190,frievald,1,14,5.487500000000978e-05
190,frievald,10,14,0.000258541000000001
190,frievald,20,14,0.0004981669999999383
1856,numpy_matmul,0,15,0.03505579199999964
1856,strassen,0,15,0.8651651659999997
1856,triple_loop_skipped,0,15,
1856,frievald,1,15,0.0013945829999997272
1856,frievald,10,15,0.012669875000000275
1856,frievald,20,15,0.025296334000000087
853,numpy_matmul,0,16,0.004353292000001119
853,strassen,0,16,0.1239457090000009
853,triple_loop_skipped,0,16,
853,frievald,1,16,0.0004507089999989944
853,frievald,10,16,0.00224845900000048
853,frievald,20,16,0.004278333000000245
1431,numpy_matmul,0,17,0.017388957999999732
1431,strassen,0,17,0.8638680839999999
1431,triple_loop_skipped,0,17,
1431,frievald,1,17,0.0008945410000009701
1431,frievald,10,17,0.00781412499999945
1431,frievald,20,17,0.015545041999999398
988,numpy_matmul,0,18,0.006176416999998935
988,strassen,0,18,0.12071954199999979
988,triple_loop_skipped,0,18,
988,frievald,1,18,0.0005203750000006835
988,frievald,10,18,0.003985417000000879
988,frievald,20,18,0.00781179200000004
172,numpy_matmul,0,19,4.0166999999868835e-05
172,strassen,0,19,0.002312459000000544
172,triple_loop,0,19,0.00025733299999863846
172,frievald,1,19,7.258399999976461e-05
172,frievald,10,19,0.00025954200000022354
172,frievald,20,19,0.0004891669999995685
1614,numpy_matmul,0,20,0.023968083000001528
1614,strassen,0,20,0.8720409999999994
1614,triple_loop_skipped,0,20,
1614,frievald,1,20,0.0011197500000008631
1614,frievald,10,20,0.009884833999999287
1614,frievald,20,20,0.019550707999998806
113,numpy_matmul,0,21,2.324999999991917e-05
113,strassen,0,21,0.0003286659999996999
113,triple_loop,0,21,8.887500000120951e-05
113,frievald,1,21,6.866700000074388e-05
113,frievald,10,21,0.0001770830000005219
113,frievald,20,21,0.0003302500000010866
711,numpy_matmul,0,22,0.0019855829999997354
711,strassen,0,22,0.12796995799999955
711,triple_loop_skipped,0,22,
711,frievald,1,22,0.0003957920000008386
711,frievald,10,22,0.0006791249999995586
711,frievald,20,22,0.0012648330000004648
1439,numpy_matmul,0,23,0.017627625000001146
1439,strassen,0,23,0.8743647499999998
1439,triple_loop_skipped,0,23,
1439,frievald,1,23,0.0009243339999986944
1439,frievald,10,23,0.007922833000000296
1439,frievald,20,23,0.015673624999999802
693,numpy_matmul,0,24,0.0018361659999985847
693,strassen,0,24,0.1218148750000001
693,triple_loop_skipped,0,24,
693,frievald,1,24,0.0003408329999992077
693,frievald,10,24,0.000650292000001329
693,frievald,20,24,0.001222041000000118
679,numpy_matmul,0,25,0.0016604999999998427
679,strassen,0,25,0.12981708300000072
679,triple_loop_skipped,0,25,
679,frievald,1,25,0.00033254200000065737
679,frievald,10,25,0.0006636669999995348
679,frievald,20,25,0.0012377499999995933
241,numpy_matmul,0,26,0.0001004170000005189
241,strassen,0,26,0.002404666000000333
241,triple_loop_skipped,0,26,
241,frievald,1,26,9.125000000054229e-05
241,frievald,10,26,0.0003035000000011223
241,frievald,20,26,0.0005730000000010449
564,numpy_matmul,0,27,0.0009983330000000734
564,strassen,0,27,0.1291137090000003
564,triple_loop_skipped,0,27,
564,frievald,1,27,0.00025241700000044887
564,frievald,10,27,0.0005393749999988984
564,frievald,20,27,0.0010097499999996984
539,numpy_matmul,0,28,0.000918292000001486
539,strassen,0,28,0.12501208399999975
539,triple_loop_skipped,0,28,
539,frievald,1,28,0.0002527080000014337
539,frievald,10,28,0.0005499580000005722
539,frievald,20,28,0.0010252919999995669
755,numpy_matmul,0,29,0.0032010830000004376
755,strassen,0,29,0.12037995799999912
755,triple_loop_skipped,0,29,
755,frievald,1,29,0.0003557079999989554
755,frievald,10,29,0.0007295830000000336
755,frievald,20,29,0.0013790409999998587
1497,numpy_matmul,0,30,0.01969349999999892
1497,strassen,0,30,0.8616717080000011
1497,triple_loop_skipped,0,30,
1497,frievald,1,30,0.0009769169999991334
1497,frievald,10,30,0.008523416999999256
1497,frievald,20,30,0.016886666999999633
543,numpy_matmul,0,31,0.0008901249999997418
543,strassen,0,31,0.12027974999999991
543,triple_loop_skipped,0,31,
543,frievald,1,31,0.00024387500000067064
543,frievald,10,31,0.0005500409999985578
543,frievald,20,31,0.0010333750000004471
545,numpy_matmul,0,32,0.000926541000000114
545,strassen,0,32,0.1206308749999998
545,triple_loop_skipped,0,32,
545,frievald,1,32,0.00024120900000035306
545,frievald,10,32,0.0005525840000011328
545,frievald,20,32,0.0010465830000008225
1206,numpy_matmul,0,33,0.010839459000001384
1206,strassen,0,33,0.8712739999999997
1206,triple_loop_skipped,0,33,
1206,frievald,1,33,0.000689041999999418
1206,frievald,10,33,0.005726333000000139
1206,frievald,20,33,0.011299875000000625
1716,numpy_matmul,0,34,0.028401375000001394
1716,strassen,0,34,0.8700688749999994
1716,triple_loop_skipped,0,34,
1716,frievald,1,34,0.0012236249999997284
1716,frievald,10,34,0.011083375000000117
1716,frievald,20,34,0.022035000000000693
213,numpy_matmul,0,35,7.53749999997666e-05
213,strassen,0,35,0.002443333000000436
213,triple_loop_skipped,0,35,
213,frievald,1,35,8.354200000049161e-05
213,frievald,10,35,0.00028508300000140707
213,frievald,20,35,0.0005452500000000526
481,numpy_matmul,0,36,0.0006457080000004112
481,strassen,0,36,0.016862542000000147
481,triple_loop_skipped,0,36,
481,frievald,1,36,0.0001587920000005738
481,frievald,10,36,0.00042149999999985255
481,frievald,20,36,0.0008220830000009727
222,numpy_matmul,0,37,6.583400000081951e-05
222,strassen,0,37,0.002335707999998604
222,triple_loop_skipped,0,37,
222,frievald,1,37,4.895799999893313e-05
222,frievald,10,37,0.0002808329999997028
222,frievald,20,37,0.0005401669999987035
1987,numpy_matmul,0,38,0.043579833999999096
1987,strassen,0,38,0.8819105
1987,triple_loop_skipped,0,38,
1987,frievald,1,38,0.0015716670000003319
1987,frievald,10,38,0.014579540999999807
1987,frievald,20,38,0.029127041999998937
690,numpy_matmul,0,39,0.0018269170000024815
690,strassen,0,39,0.12213649999999987
690,triple_loop_skipped,0,39,
690,frievald,1,39,0.0003117090000017697
690,frievald,10,39,0.0006545419999994806
690,frievald,20,39,0.0012332499999985203
1728,numpy_matmul,0,40,0.02850516699999872
1728,strassen,0,40,0.8784326669999984
1728,triple_loop_skipped,0,40,
1728,frievald,1,40,0.0013067090000014048
1728,frievald,10,40,0.011125582999998329
1728,frievald,20,40,0.02209916600000028
1155,numpy_matmul,0,41,0.010011790999996606
1155,strassen,0,41,0.9432230839999995
1155,triple_loop_skipped,0,41,
1155,frievald,1,41,0.0006880410000000836
1155,frievald,10,41,0.005347374999999488
1155,frievald,20,41,0.010722708999999497
121,numpy_matmul,0,42,2.4583000001854316e-05
121,strassen,0,42,0.0003352080000027513
121,triple_loop,0,42,9.654200000142055e-05
121,frievald,1,42,8.76250000025891e-05
121,frievald,10,42,0.00018400000000085015
121,frievald,20,42,0.00034320900000039956
1988,numpy_matmul,0,43,0.04452779200000023
1988,strassen,0,43,0.9872424999999971
1988,triple_loop_skipped,0,43,
1988,frievald,1,43,0.0021508330000017395
1988,frievald,10,43,0.015295500000000573
1988,frievald,20,43,0.02935070799999906
1631,numpy_matmul,0,44,0.025180332999998
1631,strassen,0,44,0.8548341669999999
1631,triple_loop_skipped,0,44,
1631,frievald,1,44,0.0011396250000004216
1631,frievald,10,44,0.010028625000000346
1631,frievald,20,44,0.01986645899999928
925,numpy_matmul,0,45,0.00632616600000091
925,strassen,0,45,0.11984204199999837
925,triple_loop_skipped,0,45,
925,frievald,1,45,0.00047412500000021396
925,frievald,10,45,0.003396792000000204
925,frievald,20,45,0.006649833000000882
742,numpy_matmul,0,46,0.003103833000000833
742,strassen,0,46,0.11886774999999972
742,triple_loop_skipped,0,46,
742,frievald,1,46,0.0003532499999998606
742,frievald,10,46,0.0007327080000010255
742,frievald,20,46,0.0013522500000000548
1554,numpy_matmul,0,47,0.021503542000001374
1554,strassen,0,47,0.8568038750000007
1554,triple_loop_skipped,0,47,
1554,frievald,1,47,0.0010383330000003355
1554,frievald,10,47,0.009167832999999348
1554,frievald,20,47,0.018149999999998556
822,numpy_matmul,0,48,0.0041071670000008
822,strassen,0,48,0.11898883299999952
822,triple_loop_skipped,0,48,
822,frievald,1,48,0.00040925000000058276
822,frievald,10,48,0.002224124999997912
822,frievald,20,48,0.004268540999998294
572,numpy_matmul,0,49,0.000952333000000749
572,strassen,0,49,0.11950750000000099
572,triple_loop_skipped,0,49,
572,frievald,1,49,0.00024912499999985016
572,frievald,10,49,0.0005138340000030439
572,frievald,20,49,0.0009563750000012305
900,numpy_matmul,0,50,0.005649874999999582
900,strassen,0,50,0.12378683400000057
900,triple_loop_skipped,0,50,
900,frievald,1,50,0.00045716699999687194
900,frievald,10,50,0.003120124999998808
900,frievald,20,50,0.006146167000000702
352,numpy_matmul,0,51,0.00024108300000236227
352,strassen,0,51,0.01694770900000009
352,triple_loop_skipped,0,51,
352,frievald,1,51,0.0001456669999981841
352,frievald,10,51,0.00030599999999836314
352,frievald,20,51,0.000575334000000538
511,numpy_matmul,0,52,0.0007870000000025357
511,strassen,0,52,0.016708458000000093
511,triple_loop_skipped,0,52,
511,frievald,1,52,0.0001943749999995248
511,frievald,10,52,0.0004535829999987584
511,frievald,20,52,0.0008276249999994434
1254,numpy_matmul,0,53,0.012524291999998383
1254,strassen,0,53,0.95789525
1254,triple_loop_skipped,0,53,
1254,frievald,1,53,0.0008099580000013873
1254,frievald,10,53,0.006217750000001132
1254,frievald,20,53,0.012259374999999295
667,numpy_matmul,0,54,0.0016734169999992332
667,strassen,0,54,0.12319304200000047
667,triple_loop_skipped,0,54,
667,frievald,1,54,0.00031787500000035607
667,frievald,10,54,0.0006440000000011992
667,frievald,20,54,0.001191667000000507
1629,numpy_matmul,0,55,0.024913749999999624
1629,strassen,0,55,0.8886622499999994
1629,triple_loop_skipped,0,55,
1629,frievald,1,55,0.00118504199999947
1629,frievald,10,55,0.010045458000000451
1629,frievald,20,55,0.01987287500000079
987,numpy_matmul,0,56,0.006011292000000168
987,strassen,0,56,0.12273920799999871
987,triple_loop_skipped,0,56,
987,frievald,1,56,0.0005321249999994393
987,frievald,10,56,0.004000000000001336
987,frievald,20,56,0.007916291000000797
293,numpy_matmul,0,57,0.0001625419999982114
293,strassen,0,57,0.017308165999999403
293,triple_loop_skipped,0,57,
293,frievald,1,57,0.0001227089999993325
293,frievald,10,57,0.0003488330000003259
293,frievald,20,57,0.0006597920000004365
864,numpy_matmul,0,58,0.004367459000000906
864,strassen,0,58,0.12142304199999998
864,triple_loop_skipped,0,58,
864,frievald,1,58,0.0004272920000012448
864,frievald,10,58,0.002957165999998068
864,frievald,20,58,0.005747374999998556
711,numpy_matmul,0,59,0.0018728340000002675
711,strassen,0,59,0.13553920899999738
711,triple_loop_skipped,0,59,
711,frievald,1,59,0.0003332910000004574
711,frievald,10,59,0.0006767500000002258
711,frievald,20,59,0.0013142500000000723
1731,numpy_matmul,0,60,0.036051917000001765
1731,strassen,0,60,0.9558410419999994
1731,triple_loop_skipped,0,60,
1731,frievald,1,60,0.0013201669999993726
1731,frievald,10,60,0.011609457999998796
1731,frievald,20,60,0.022908540999999616
1535,numpy_matmul,0,61,0.022775249999998692
1535,strassen,0,61,0.9382014579999982
1535,triple_loop_skipped,0,61,
1535,frievald,1,61,0.0010887500000009709
1535,frievald,10,61,0.008986332999999291
1535,frievald,20,61,0.01822079200000104
1671,numpy_matmul,0,62,0.027389500000001732
1671,strassen,0,62,0.8788796249999997
1671,triple_loop_skipped,0,62,
1671,frievald,1,62,0.0012391249999978982
1671,frievald,10,62,0.01063241700000006
1671,frievald,20,62,0.020939667000000384
1667,numpy_matmul,0,63,0.026932041999998546
1667,strassen,0,63,0.881203333000002
1667,triple_loop_skipped,0,63,
1667,frievald,1,63,0.0016299579999987657
1667,frievald,10,63,0.011677917000000093
1667,frievald,20,63,0.022673707999999237
997,numpy_matmul,0,64,0.0075037500000014745
997,strassen,0,64,0.12616687499999912
997,triple_loop_skipped,0,64,
997,frievald,1,64,0.0005745829999987961
997,frievald,10,64,0.00409945799999889
997,frievald,20,64,0.008102583999999524
111,numpy_matmul,0,65,2.079099999718892e-05
111,strassen,0,65,0.0003359170000010181
111,triple_loop,0,65,8.400000000108321e-05
111,frievald,1,65,7.654199999862499e-05
111,frievald,10,65,0.00018637500000195928
111,frievald,20,65,0.0003455420000015863
1122,numpy_matmul,0,66,0.009321374999998966
1122,strassen,0,66,0.8767972089999994
1122,triple_loop_skipped,0,66,
1122,frievald,1,66,0.0006827920000027632
1122,frievald,10,66,0.005119583000002592
1122,frievald,20,66,0.010025790999996786
988,numpy_matmul,0,67,0.0066177910000000395
988,strassen,0,67,0.12863945799999854
988,triple_loop_skipped,0,67,
988,frievald,1,67,0.0005589589999992484
988,frievald,10,67,0.007337875000001048
988,frievald,20,67,0.012763832999997504
363,numpy_matmul,0,68,0.00027812499999768647
363,strassen,0,68,0.017201916999997735
363,triple_loop_skipped,0,68,
363,frievald,1,68,0.00017341699999917637
363,frievald,10,68,0.0003807089999980917
363,frievald,20,68,0.0007270419999976241
1274,numpy_matmul,0,69,0.012766166999998774
1274,strassen,0,69,0.9289138749999992
1274,triple_loop_skipped,0,69,
1274,frievald,1,69,0.0009346249999993006
1274,frievald,10,69,0.006927832999998884
1274,frievald,20,69,0.013773249999999848
1449,numpy_matmul,0,70,0.019283666999999838
1449,strassen,0,70,0.9305480419999981
1449,triple_loop_skipped,0,70,
1449,frievald,1,70,0.0010308749999978772
1449,frievald,10,70,0.008098999999994305
1449,frievald,20,70,0.015954374999999743
314,numpy_matmul,0,71,0.00018666700000125047
314,strassen,0,71,0.017001290999999696
314,triple_loop_skipped,0,71,
314,frievald,1,71,0.0001404580000041733
314,frievald,10,71,0.0003379589999994437
314,frievald,20,71,0.0006311249999981783
1482,numpy_matmul,0,72,0.01903512500000204
1482,strassen,0,72,0.8794758330000008
1482,triple_loop_skipped,0,72,
1482,frievald,1,72,0.0011163750000022787
1482,frievald,10,72,0.008425499999994202
1482,frievald,20,72,0.016588791000003766
1080,numpy_matmul,0,73,0.008652208000000883
1080,strassen,0,73,0.8603152499999993
1080,triple_loop_skipped,0,73,
1080,frievald,1,73,0.0006903749999978004
1080,frievald,10,73,0.004753334000000109
1080,frievald,20,73,0.009292999999999552
1593,numpy_matmul,0,74,0.023839750000000492
1593,strassen,0,74,0.8853141250000007
1593,triple_loop_skipped,0,74,
1593,frievald,1,74,0.001156874999999502
1593,frievald,10,74,0.009692457999996407
1593,frievald,20,74,0.019134499999999832
1648,numpy_matmul,0,75,0.02488220800000107
1648,strassen,0,75,0.8768014169999958
1648,triple_loop_skipped,0,75,
1648,frievald,1,75,0.0011982910000014613
1648,frievald,10,75,0.01053104199999666
1648,frievald,20,75,0.020885792000001402
1416,numpy_matmul,0,76,0.01683241699999627
1416,strassen,0,76,0.8762905829999994
1416,triple_loop_skipped,0,76,
1416,frievald,1,76,0.0008862500000006435
1416,frievald,10,76,0.007793249999998864
1416,frievald,20,76,0.015440707999999859
767,numpy_matmul,0,77,0.0035258329999976468
767,strassen,0,77,0.1213612089999998
767,triple_loop_skipped,0,77,
767,frievald,1,77,0.0003644999999963261
767,frievald,10,77,0.0007820419999973183
767,frievald,20,77,0.0014742500000011205
746,numpy_matmul,0,78,0.00316150000000448
746,strassen,0,78,0.12095391700000135
746,triple_loop_skipped,0,78,
746,frievald,1,78,0.0003470000000049822
746,frievald,10,78,0.0007477500000021564
746,frievald,20,78,0.0014012919999970563
1081,numpy_matmul,0,79,0.009014333999999735
1081,strassen,0,79,0.8665774580000019
1081,triple_loop_skipped,0,79,
1081,frievald,1,79,0.0005866249999968431
1081,frievald,10,79,0.004734540999997705
1081,frievald,20,79,0.009311207999999738
1625,numpy_matmul,0,80,0.024776583000004848
1625,strassen,0,80,0.8665735830000045
1625,triple_loop_skipped,0,80,
1625,frievald,1,80,0.0011009580000020946
1625,frievald,10,80,0.01041070800000199
1625,frievald,20,80,0.02028762499999459
747,numpy_matmul,0,81,0.003799332999996352
747,strassen,0,81,0.12107608399999492
747,triple_loop_skipped,0,81,
747,frievald,1,81,0.0003503330000000915
747,frievald,10,81,0.0007160839999968971
747,frievald,20,81,0.001410542000002124
915,numpy_matmul,0,82,0.0054384589999969535
915,strassen,0,82,0.1205354579999991
915,triple_loop_skipped,0,82,
915,frievald,1,82,0.00045516699999836874
915,frievald,10,82,0.0034751250000013556
915,frievald,20,82,0.00680175000000105
1306,numpy_matmul,0,83,0.01341899999999896
1306,strassen,0,83,0.8693589169999996
1306,triple_loop_skipped,0,83,
1306,frievald,1,83,0.000770166000002348
1306,frievald,10,83,0.006693417000001034
1306,frievald,20,83,0.013604790999998784
1236,numpy_matmul,0,84,0.01196499999999645
1236,strassen,0,84,0.8739631250000031
1236,triple_loop_skipped,0,84,
1236,frievald,1,84,0.0007604169999950727
1236,frievald,10,84,0.0060620409999998515
1236,frievald,20,84,0.01191091699999447
369,numpy_matmul,0,85,0.0002921670000048948
369,strassen,0,85,0.01704408399999835
369,triple_loop_skipped,0,85,
369,frievald,1,85,0.0001307910000036827
369,frievald,10,85,0.000375667000000135
369,frievald,20,85,0.0007120829999962552
364,numpy_matmul,0,86,0.00023575000000164437
364,strassen,0,86,0.016944333000004974
364,triple_loop_skipped,0,86,
364,frievald,1,86,0.0001036669999976425
364,frievald,10,86,0.0003511249999945676
364,frievald,20,86,0.0006812500000066279
553,numpy_matmul,0,87,0.0009760840000012649
553,strassen,0,87,0.12236800000000159
553,triple_loop_skipped,0,87,
553,frievald,1,87,0.00024700000000166256
553,frievald,10,87,0.0005618750000024875
553,frievald,20,87,0.0010465419999974301
1745,numpy_matmul,0,88,0.029923082999999906
1745,strassen,0,88,0.8720554589999949
1745,triple_loop_skipped,0,88,
1745,frievald,1,88,0.0012787920000008057
1745,frievald,10,88,0.011413791999999034
1745,frievald,20,88,0.022781332999997517
1615,numpy_matmul,0,89,0.024427916999997024
1615,strassen,0,89,0.8699792079999966
1615,triple_loop_skipped,0,89,
1615,frievald,1,89,0.0011067499999981578
1615,frievald,10,89,0.009878499999999235
1615,frievald,20,89,0.019678458000001342
276,numpy_matmul,0,90,0.00013799999999974943
276,strassen,0,90,0.016943999999995185
276,triple_loop_skipped,0,90,
276,frievald,1,90,0.00012245799999988094
276,frievald,10,90,0.0003031670000055442
276,frievald,20,90,0.0005771249999995121
1684,numpy_matmul,0,91,0.027009667000001514
1684,strassen,0,91,0.8701962500000064
1684,triple_loop_skipped,0,91,
1684,frievald,1,91,0.0011949579999992466
1684,frievald,10,91,0.010699041999998826
1684,frievald,20,91,0.021256915999998682
730,numpy_matmul,0,92,0.003220499999997628
730,strassen,0,92,0.1197209170000022
730,triple_loop_skipped,0,92,
730,frievald,1,92,0.0003315000000014834
730,frievald,10,92,0.0007089579999970397
730,frievald,20,92,0.0013364579999972648
533,numpy_matmul,0,93,0.0007837920000000054
533,strassen,0,93,0.12081679099999576
533,triple_loop_skipped,0,93,
533,frievald,1,93,0.00023416700000211677
533,frievald,10,93,0.0005225829999986331
533,frievald,20,93,0.0009828339999984337
831,numpy_matmul,0,94,0.004358291999999153
831,strassen,0,94,0.12168700000000143
831,triple_loop_skipped,0,94,
831,frievald,1,94,0.0005315829999972266
831,frievald,10,94,0.0018641670000008048
831,frievald,20,94,0.00349037499999838
954,numpy_matmul,0,95,0.006422624999999016
954,strassen,0,95,0.12081074999999686
954,triple_loop_skipped,0,95,
954,frievald,1,95,0.00048579199999920775
954,frievald,10,95,0.0037569580000038627
954,frievald,20,95,0.007399916000004225
940,numpy_matmul,0,96,0.005743958000003602
940,strassen,0,96,0.12055624999999992
940,triple_loop_skipped,0,96,
940,frievald,1,96,0.0004807499999941456
940,frievald,10,96,0.0036645420000027684
940,frievald,20,96,0.0072215830000033066
942,numpy_matmul,0,97,0.005895124999995005
942,strassen,0,97,0.12061254099999985
942,triple_loop_skipped,0,97,
942,frievald,1,97,0.0004869589999998425
942,frievald,10,97,0.0036916250000018636
942,frievald,20,97,0.007246542000004297
105,numpy_matmul,0,98,1.7874999997502528e-05
105,strassen,0,98,0.0003359170000010181
105,triple_loop,0,98,7.64999999987026e-05
105,frievald,1,98,5.987500000514956e-05
105,frievald,10,98,0.0001829579999963471
105,frievald,20,98,0.0003450000000029263
942,numpy_matmul,0,99,0.005865458999998907
942,strassen,0,99,0.12167974999999842
942,triple_loop_skipped,0,99,
942,frievald,1,99,0.00047470800000581903
942,frievald,10,99,0.0036831250000020077
942,frievald,20,99,0.007229584000000955
1413,numpy_matmul,0,100,0.016711041000000648
1413,strassen,0,100,0.8626161669999988
1413,triple_loop_skipped,0,100,
1413,frievald,1,100,0.0009362079999988282
1413,frievald,10,100,0.0076869170000009035
1413,frievald,20,100,0.015221707999998557
1736,numpy_matmul,0,101,0.029297290999998893
1736,strassen,0,101,0.9383922089999999
1736,triple_loop_skipped,0,101,
1736,frievald,1,101,0.001336084000001847
1736,frievald,10,101,0.012150500000004172
1736,frievald,20,101,0.025591625000004115
1865,numpy_matmul,0,102,0.036801249999996344
1865,strassen,0,102,0.9077414580000038
1865,triple_loop_skipped,0,102,
1865,frievald,1,102,0.0016024170000008553
1865,frievald,10,102,0.014080458999998768
1865,frievald,20,102,0.02719608299999976
1446,numpy_matmul,0,103,0.02043558299999404
1446,strassen,0,103,0.876499165999995
1446,triple_loop_skipped,0,103,
1446,frievald,1,103,0.0009640419999996652
1446,frievald,10,103,0.008134750000003521
1446,frievald,20,103,0.015954540999999267
1772,numpy_matmul,0,104,0.03174779199999733
1772,strassen,0,104,0.8695421249999953
1772,triple_loop_skipped,0,104,
1772,frievald,1,104,0.0013458749999983866
1772,frievald,10,104,0.011790084000004697
1772,frievald,20,104,0.023432667000001572
969,numpy_matmul,0,105,0.006188749999999743
969,strassen,0,105,0.12084304199999707
969,triple_loop_skipped,0,105,
969,frievald,1,105,0.0005121250000001965
969,frievald,10,105,0.003866541999997253
969,frievald,20,105,0.007624457999995116
917,numpy_matmul,0,106,0.005416624999995179
917,strassen,0,106,0.11987454199999803
917,triple_loop_skipped,0,106,
917,frievald,1,106,0.0004712920000002896
917,frievald,10,106,0.0035127920000022073
917,frievald,20,106,0.006837459000003321
1027,numpy_matmul,0,107,0.007758958000003702
1027,strassen,0,107,0.8559225419999947
1027,triple_loop_skipped,0,107,
1027,frievald,1,107,0.0005537919999980545
1027,frievald,10,107,0.004278708000001075
1027,frievald,20,107,0.008429542000001788
1326,numpy_matmul,0,108,0.014445541000000617
1326,strassen,0,108,0.867290208
1326,triple_loop_skipped,0,108,
1326,frievald,1,108,0.0008719169999977794
1326,frievald,10,108,0.007529957999999226
1326,frievald,20,108,0.01408341700000193
1475,numpy_matmul,0,109,0.019648499999995295
1475,strassen,0,109,0.898194624999995
1475,triple_loop_skipped,0,109,
1475,frievald,1,109,0.0010180419999983314
1475,frievald,10,109,0.008340750000002117
1475,frievald,20,109,0.016477125000001536
1739,numpy_matmul,0,110,0.03065750000000378
1739,strassen,0,110,0.8747059999999962
1739,triple_loop_skipped,0,110,
1739,frievald,1,110,0.001246541000000434
1739,frievald,10,110,0.011340666000002386
1739,frievald,20,110,0.022666833999998914
1999,numpy_matmul,0,111,0.04467283299999991
1999,strassen,0,111,0.8740516659999997
1999,triple_loop_skipped,0,111,
1999,frievald,1,111,0.00159374999999784
1999,frievald,10,111,0.014794000000001972
1999,frievald,20,111,0.02953774999999581
303,numpy_matmul,0,112,0.00017154199999680486
303,strassen,0,112,0.01728274999999968
303,triple_loop_skipped,0,112,
303,frievald,1,112,0.00012191699999419825
303,frievald,10,112,0.00035508399999883977
303,frievald,20,112,0.0006733749999980887
928,numpy_matmul,0,113,0.005109084000004316
928,strassen,0,113,0.1224218329999971
928,triple_loop_skipped,0,113,
928,frievald,1,113,0.00046358399999490985
928,frievald,10,113,0.003441459000001146
928,frievald,20,113,0.00674216700000585
767,numpy_matmul,0,114,0.003530582999999865
767,strassen,0,114,0.12152512499999801
767,triple_loop_skipped,0,114,
767,frievald,1,114,0.0003645840000032763
767,frievald,10,114,0.0009367090000012013
767,frievald,20,114,0.001760707999999056
1672,numpy_matmul,0,115,0.026880667000000358
1672,strassen,0,115,0.8725869169999996
