n,algorithm,k,sample,seconds
864,numpy_matmul,0,58,0.00412820800000091
864,strassen,0,58,0.12705341699999906
864,triple_loop_skipped,0,58,
864,frievald,1,58,0.0005667920000007598
864,frievald,10,58,0.0026812919999983365
864,frievald,20,58,0.005279790999999534
711,numpy_matmul,0,59,0.002014292000001916
711,strassen,0,59,0.1367515420000025
711,triple_loop_skipped,0,59,
711,frievald,1,59,0.0005404999999996107
711,frievald,10,59,0.0007271669999973085
711,frievald,20,59,0.0012867909999982885
1731,numpy_matmul,0,60,0.030529666999999705
1731,strassen,0,60,0.9336950420000001
1731,triple_loop_skipped,0,60,
1731,frievald,1,60,0.0013654999999985762
1731,frievald,10,60,0.011681917000000652
1731,frievald,20,60,0.022895625000000308
1535,numpy_matmul,0,61,0.02173487499999993
1535,strassen,0,61,0.9130926670000008
1535,triple_loop_skipped,0,61,
1535,frievald,1,61,0.0014722079999991422
1535,frievald,10,61,0.009073583999999357
1535,frievald,20,61,0.01777445800000166
1671,numpy_matmul,0,62,0.027054207999999136
1671,strassen,0,62,0.8938362499999997
1671,triple_loop_skipped,0,62,
1671,frievald,1,62,0.0015776249999994718
1671,frievald,10,62,0.010554125000002301
1671,frievald,20,62,0.02093454099999903
1667,numpy_matmul,0,63,0.030304499999999734
1667,strassen,0,63,0.9663490420000009
1667,triple_loop_skipped,0,63,
1667,frievald,1,63,0.0012169579999969926
1667,frievald,10,63,0.011111125000002886
1667,frievald,20,63,0.02138674999999779
997,numpy_matmul,0,64,0.00710195899999988
997,strassen,0,64,0.12344170899999796
997,triple_loop_skipped,0,64,
997,frievald,1,64,0.0005407079999990572
997,frievald,10,64,0.004067708000000891
997,frievald,20,64,0.008149875000000861
111,numpy_matmul,0,65,2.033399999845642e-05
111,strassen,0,65,0.0003314579999980083
111,triple_loop,0,65,8.879199999967113e-05
111,frievald,1,65,7.61250000032021e-05
111,frievald,10,65,0.0001861659999988774
111,frievald,20,65,0.00034566600000118797
1122,numpy_matmul,0,66,0.009267499999999984
1122,strassen,0,66,0.9155964169999997
1122,triple_loop_skipped,0,66,
1122,frievald,1,66,0.0006757919999991202
1122,frievald,10,66,0.005105583999998942
1122,frievald,20,66,0.010055082999997467
988,numpy_matmul,0,67,0.006624625000000606
988,strassen,0,67,0.12260279200000213
988,triple_loop_skipped,0,67,
988,frievald,1,67,0.0005236249999995835
988,frievald,10,67,0.003997500000000542
988,frievald,20,67,0.007881292000000428
363,numpy_matmul,0,68,0.0002652919999981407
363,strassen,0,68,0.01670104200000111
363,triple_loop,0,68,0.00265716699999885
363,frievald,1,68,0.00012358399999712333
363,frievald,10,68,0.00037020899999973267
363,frievald,20,68,0.0007138339999990251
1274,numpy_matmul,0,69,0.012708166999999548
1274,strassen,0,69,0.8766949159999982
1274,triple_loop_skipped,0,69,
1274,frievald,1,69,0.0008380839999979628
1274,frievald,10,69,0.006551375000000803
1274,frievald,20,69,0.012638375000001645
1449,numpy_matmul,0,70,0.01814174999999807
1449,strassen,0,70,0.901701917000004
1449,triple_loop_skipped,0,70,
1449,frievald,1,70,0.0009689170000015679
1449,frievald,10,70,0.008096291999997618
1449,frievald,20,70,0.017302874999998608
314,numpy_matmul,0,71,0.00019912500000174305
314,strassen,0,71,0.018631915999996806
314,triple_loop,0,71,0.0024404579999952603
314,frievald,1,71,0.00017266700000106994
314,frievald,10,71,0.0003482080000054566
314,frievald,20,71,0.0006358329999969214
1482,numpy_matmul,0,72,0.01950304100000011
1482,strassen,0,72,0.9690594160000003
1482,triple_loop_skipped,0,72,
1482,frievald,1,72,0.0010217089999997597
1482,frievald,10,72,0.008534167000000537
1482,frievald,20,72,0.017417416999997215
1080,numpy_matmul,0,73,0.007552582999998947
1080,strassen,0,73,0.9176662919999998
1080,triple_loop_skipped,0,73,
1080,frievald,1,73,0.0006737909999969816
1080,frievald,10,73,0.005913165999999137
1080,frievald,20,73,0.011951625000001798
1593,numpy_matmul,0,74,0.025009042000000647
1593,strassen,0,74,1.0039036249999995
1593,triple_loop_skipped,0,74,
1593,frievald,1,74,0.001244833000001222
1593,frievald,10,74,0.011724499999999694
1593,frievald,20,74,0.0230574579999967
1648,numpy_matmul,0,75,0.02630587499999848
1648,strassen,0,75,0.9478297909999966
1648,triple_loop_skipped,0,75,
1648,frievald,1,75,0.001244999999997276
1648,frievald,10,75,0.01065475000000049
1648,frievald,20,75,0.021023250000006044
1416,numpy_matmul,0,76,0.016594167000000937
1416,strassen,0,76,0.9096910840000021
1416,triple_loop_skipped,0,76,
1416,frievald,1,76,0.0010937079999990829
1416,frievald,10,76,0.00787545800000089
1416,frievald,20,76,0.01715550000000121
767,numpy_matmul,0,77,0.0031822079999983544
767,strassen,0,77,0.13375933300000042
767,triple_loop_skipped,0,77,
767,frievald,1,77,0.0004289580000005344
767,frievald,10,77,0.0007900829999982761
767,frievald,20,77,0.0014595419999992032
746,numpy_matmul,0,78,0.003334458999994183
746,strassen,0,78,0.12078079100000139
746,triple_loop_skipped,0,78,
746,frievald,1,78,0.0003718749999990223
746,frievald,10,78,0.0007452499999942575
746,frievald,20,78,0.0013703329999970038
1081,numpy_matmul,0,79,0.0083879170000003
1081,strassen,0,79,0.8937354589999984
1081,triple_loop_skipped,0,79,
1081,frievald,1,79,0.0012159999999994398
1081,frievald,10,79,0.004835792000001504
1081,frievald,20,79,0.009551166000001388
1625,numpy_matmul,0,80,0.025177667000001236
1625,strassen,0,80,0.8692214169999986
1625,triple_loop_skipped,0,80,
1625,frievald,1,80,0.0011320829999945659
1625,frievald,10,80,0.010024457999996628
1625,frievald,20,80,0.020223916999995595
747,numpy_matmul,0,81,0.004193374999999833
747,strassen,0,81,0.12125766600000532
747,triple_loop_skipped,0,81,
747,frievald,1,81,0.00036141700000058563
747,frievald,10,81,0.0007350830000021347
747,frievald,20,81,0.001406957999996905
915,numpy_matmul,0,82,0.005549874999999815
915,strassen,0,82,0.12211408399999613
915,triple_loop_skipped,0,82,
915,frievald,1,82,0.00046733300000312283
915,frievald,10,82,0.003486958999999956
915,frievald,20,82,0.006859458000000984
1306,numpy_matmul,0,83,0.013724750000001507
1306,strassen,0,83,0.868644083999996
1306,triple_loop_skipped,0,83,
1306,frievald,1,83,0.0007850410000003194
1306,frievald,10,83,0.006665165999997669
1306,frievald,20,83,0.013182292000003315
1236,numpy_matmul,0,84,0.01174375000000083
1236,strassen,0,84,0.868621540999996
1236,triple_loop_skipped,0,84,
1236,frievald,1,84,0.0007236670000025924
1236,frievald,10,84,0.006044374999994773
1236,frievald,20,84,0.013502083000005882
369,numpy_matmul,0,85,0.00030075000000095997
369,strassen,0,85,0.017283999999996524
369,triple_loop,0,85,0.003092459000001213
369,frievald,1,85,0.00012250000000335604
369,frievald,10,85,0.00037533399999745143
369,frievald,20,85,0.0007186660000044753
364,numpy_matmul,0,86,0.00024070799999975634
364,strassen,0,86,0.01741637500000337
364,triple_loop,0,86,0.003005166999997755
364,frievald,1,86,0.00010320899999527455
364,frievald,10,86,0.0003545000000002574
364,frievald,20,86,0.000692917000002069
553,numpy_matmul,0,87,0.0009568340000001285
553,strassen,0,87,0.1225989169999977
553,triple_loop,0,87,0.009273958000001414
553,frievald,1,87,0.0001895839999974669
553,frievald,10,87,0.000561125000004381
553,frievald,20,87,0.0010586659999987091
1745,numpy_matmul,0,88,0.030724040999999147
1745,strassen,0,88,1.013955457999998
1745,triple_loop_skipped,0,88,
1745,frievald,1,88,0.0013404159999979015
1745,frievald,10,88,0.011438874999996074
1745,frievald,20,88,0.022996000000006234
1615,numpy_matmul,0,89,0.024901917000001106
1615,strassen,0,89,0.8905787079999996
1615,triple_loop_skipped,0,89,
1615,frievald,1,89,0.0011750839999962182
1615,frievald,10,89,0.009953250000002356
1615,frievald,20,89,0.02003366599999623
276,numpy_matmul,0,90,0.0001472499999977117
276,strassen,0,90,0.017759542000000295
276,triple_loop,0,90,0.0016742920000041295
276,frievald,1,90,0.00011629100000476456
276,frievald,10,90,0.0003071249999990755
276,frievald,20,90,0.0005800420000028339
1684,numpy_matmul,0,91,0.02754012500000158
1684,strassen,0,91,0.878393458000005
1684,triple_loop_skipped,0,91,
1684,frievald,1,91,0.0011992080000027272
1684,frievald,10,91,0.010708042000004525
1684,frievald,20,91,0.021726624999999444
730,numpy_matmul,0,92,0.003172625000004814
730,strassen,0,92,0.12253316599999664
730,triple_loop_skipped,0,92,
730,frievald,1,92,0.00035029200000025185
730,frievald,10,92,0.0007324170000018171
730,frievald,20,92,0.0013490420000010772
533,numpy_matmul,0,93,0.0007904159999938543
533,strassen,0,93,0.13596291599999688
533,triple_loop,0,93,0.00937037500000315
533,frievald,1,93,0.0002536249999991469
533,frievald,10,93,0.000531082999998489
533,frievald,20,93,0.000979665999999213
831,numpy_matmul,0,94,0.005055750000003911
831,strassen,0,94,0.12430954100000235
831,triple_loop_skipped,0,94,
831,frievald,1,94,0.0004814159999995127
831,frievald,10,94,0.0017925000000005298
831,frievald,20,94,0.0033580839999984846
954,numpy_matmul,0,95,0.0062934999999981756
954,strassen,0,95,0.12097524999999365
954,triple_loop_skipped,0,95,
954,frievald,1,95,0.0005204170000041586
954,frievald,10,95,0.003925166999998453
954,frievald,20,95,0.007639999999994984
940,numpy_matmul,0,96,0.005817542000002618
940,strassen,0,96,0.12119633299999322
940,triple_loop_skipped,0,96,
940,frievald,1,96,0.0004926250000067967
940,frievald,10,96,0.0036802910000020006
940,frievald,20,96,0.007197540999996477
942,numpy_matmul,0,97,0.005809875000004183
942,strassen,0,97,0.12146979100000266
942,triple_loop_skipped,0,97,
942,frievald,1,97,0.0006359160000002362
942,frievald,10,97,0.003970709000000738
942,frievald,20,97,0.007255333999999891
105,numpy_matmul,0,98,1.8499999995924554e-05
105,strassen,0,98,0.0003240830000024175
105,triple_loop,0,98,8.233300000171084e-05
105,frievald,1,98,5.8958000003883626e-05
105,frievald,10,98,0.00017970800000455256
105,frievald,20,98,0.0003362910000035413
942,numpy_matmul,0,99,0.005684750000000349
942,strassen,0,99,0.12178808299999844
942,triple_loop_skipped,0,99,
942,frievald,1,99,0.0004950420000042755
942,frievald,10,99,0.0037011249999991946
942,frievald,20,99,0.007574124999997878
1413,numpy_matmul,0,100,0.017051332999997726
1413,strassen,0,100,0.8668600000000026
1413,triple_loop_skipped,0,100,
1413,frievald,1,100,0.0009064580000028855
1413,frievald,10,100,0.0076726250000049845
1413,frievald,20,100,0.015582958000003089
1736,numpy_matmul,0,101,0.029756959000003746
1736,strassen,0,101,0.877292875000002
1736,triple_loop_skipped,0,101,
1736,frievald,1,101,0.0012763329999998518
1736,frievald,10,101,0.011466458000001012
1736,frievald,20,101,0.023066999999997506
1865,numpy_matmul,0,102,0.03691441699999842
1865,strassen,0,102,0.8616438749999986
1865,triple_loop_skipped,0,102,
1865,frievald,1,102,0.001422042000001511
1865,frievald,10,102,0.013729374999996935
1865,frievald,20,102,0.02619608300000209
1446,numpy_matmul,0,103,0.01767554199999921
1446,strassen,0,103,0.8565528330000021
1446,triple_loop_skipped,0,103,
1446,frievald,1,103,0.0009315409999999247
1446,frievald,10,103,0.008428042000005576
1446,frievald,20,103,0.015929583999998442
1772,numpy_matmul,0,104,0.03114216600000219
1772,strassen,0,104,0.8926477080000055
1772,triple_loop_skipped,0,104,
1772,frievald,1,104,0.0013332090000020003
1772,frievald,10,104,0.011833166999998923
1772,frievald,20,104,0.024213040999995883
969,numpy_matmul,0,105,0.006280166999999892
969,strassen,0,105,0.12356616599999626
969,triple_loop_skipped,0,105,
969,frievald,1,105,0.0005077910000039765
969,frievald,10,105,0.003869915999999307
969,frievald,20,105,0.007971042000001205
917,numpy_matmul,0,106,0.005539917000000116
917,strassen,0,106,0.12218183299999907
917,triple_loop_skipped,0,106,
917,frievald,1,106,0.00046341699999885577
917,frievald,10,106,0.0034960420000018644
917,frievald,20,106,0.006779833999999596
1027,numpy_matmul,0,107,0.008036874999994836
1027,strassen,0,107,0.8794617499999973
1027,triple_loop_skipped,0,107,
1027,frievald,1,107,0.0005760839999950917
1027,frievald,10,107,0.004403332999999066
1027,frievald,20,107,0.00926841700000125
1326,numpy_matmul,0,108,0.015456291999996097
1326,strassen,0,108,0.8832190410000038
1326,triple_loop_skipped,0,108,
1326,frievald,1,108,0.0007954169999990768
1326,frievald,10,108,0.006825416000005191
1326,frievald,20,108,0.013528750000006085
1475,numpy_matmul,0,109,0.019392708000005143
1475,strassen,0,109,0.8688127080000001
1475,triple_loop_skipped,0,109,
1475,frievald,1,109,0.0009364999999945667
1475,frievald,10,109,0.00829674999999952
1475,frievald,20,109,0.01724775000000278
1739,numpy_matmul,0,110,0.030577792000002546
1739,strassen,0,110,0.8658894579999981
1739,triple_loop_skipped,0,110,
1739,frievald,1,110,0.0013632920000006266
1739,frievald,10,110,0.011547249999999565
1739,frievald,20,110,0.023682667000002766
1999,numpy_matmul,0,111,0.04528166700000469
1999,strassen,0,111,0.868521083999994
1999,triple_loop_skipped,0,111,
1999,frievald,1,111,0.0019498750000011
1999,frievald,10,111,0.015293499999998517
1999,frievald,20,111,0.03064195900000044
303,numpy_matmul,0,112,0.00017120900000122674
303,strassen,0,112,0.017147500000000093
303,triple_loop,0,112,0.0019853749999967363
303,frievald,1,112,0.00010716700000301671
303,frievald,10,112,0.0003508750000023042
303,frievald,20,112,0.0006796659999963595
928,numpy_matmul,0,113,0.005198083999999881
928,strassen,0,113,0.12159179100000017
928,triple_loop_skipped,0,113,
928,frievald,1,113,0.0004572080000002643
928,frievald,10,113,0.003450416999996264
928,frievald,20,113,0.007622834000002854
767,numpy_matmul,0,114,0.003576875000000257
767,strassen,0,114,0.12197633299999922
767,triple_loop_skipped,0,114,
767,frievald,1,114,0.00035816699999458024
767,frievald,10,114,0.0008017500000008226
767,frievald,20,114,0.0014946249999994166
1672,numpy_matmul,0,115,0.027078250000002413
1672,strassen,0,115,0.8734528329999947
1672,triple_loop_skipped,0,115,
1672,frievald,1,115,0.0011728750000017385
1672,frievald,10,115,0.010660042000004921
1672,frievald,20,115,0.021578041000005044
903,numpy_matmul,0,116,0.005720040999996456
903,strassen,0,116,0.12315345900000096
903,triple_loop_skipped,0,116,
903,frievald,1,116,0.0005596669999974324
903,frievald,10,116,0.0034346250000041323
903,frievald,20,116,0.006518749999997908
1569,numpy_matmul,0,117,0.023084208999996747
1569,strassen,0,117,0.8662968749999962
1569,triple_loop_skipped,0,117,
1569,frievald,1,117,0.0011295830000008777
1569,frievald,10,117,0.00940187500000178
1569,frievald,20,117,0.01866516700000176
1402,numpy_matmul,0,118,0.016892791000003626
1402,strassen,0,118,0.8646202080000052
1402,triple_loop_skipped,0,118,
1402,frievald,1,118,0.0008895830000028582
1402,frievald,10,118,0.007551500000005262
1402,frievald,20,118,0.015300958000004528
868,numpy_matmul,0,119,0.005280083000002378
868,strassen,0,119,0.12048287500000043
868,triple_loop_skipped,0,119,
868,frievald,1,119,0.00043037499999343254
868,frievald,10,119,0.0027416249999987485
868,frievald,20,119,0.005672375000003171
1470,numpy_matmul,0,120,0.018900916999996298
1470,strassen,0,120,0.8651374579999995
1470,triple_loop_skipped,0,120,
1470,frievald,1,120,0.000935208999997883
1470,frievald,10,120,0.00827166600000595
1470,frievald,20,120,0.016800332999999057
1618,numpy_matmul,0,121,0.0252453339999974
1618,strassen,0,121,0.865693291999996
1618,triple_loop_skipped,0,121,
1618,frievald,1,121,0.0011165410000018028
1618,frievald,10,121,0.009958250000003943
1618,frievald,20,121,0.020016916999999523
1418,numpy_matmul,0,122,0.0174819170000049
1418,strassen,0,122,0.8653300829999964
1418,triple_loop_skipped,0,122,
1418,frievald,1,122,0.0008707500000042501
1418,frievald,10,122,0.007773124999999936
1418,frievald,20,122,0.01570537500000313
1661,numpy_matmul,0,123,0.027217958000001374
1661,strassen,0,123,0.8754441249999942
1661,triple_loop_skipped,0,123,
1661,frievald,1,123,0.0012051249999984748
1661,frievald,10,123,0.010448834000001739
1661,frievald,20,123,0.02100883299999623
1703,numpy_matmul,0,124,0.029460416999995687
1703,strassen,0,124,0.8724881250000038
1703,triple_loop_skipped,0,124,
1703,frievald,1,124,0.0012070420000043214
1703,frievald,10,124,0.011270042000006697
1703,frievald,20,124,0.021695790999999076
507,numpy_matmul,0,125,0.0008323339999947166
507,strassen,0,125,0.018109999999992965
507,triple_loop,0,125,0.007366624999988858
507,frievald,1,125,0.00021570900000256188
507,frievald,10,125,0.0004840830000034657
507,frievald,20,125,0.0008772499999878391
868,numpy_matmul,0,126,0.005447250000003123
868,strassen,0,126,0.12234287500000107
868,triple_loop_skipped,0,126,
868,frievald,1,126,0.00047358300000155396
868,frievald,10,126,0.002933624999997164
868,frievald,20,126,0.005669917000005853
1111,numpy_matmul,0,127,0.009577417000002697
1111,strassen,0,127,0.9002781669999962
1111,triple_loop_skipped,0,127,
1111,frievald,1,127,0.0013091249999916954
1111,frievald,10,127,0.00538924999999324
1111,frievald,20,127,0.010562957999994183
278,numpy_matmul,0,128,0.0001446250000043392
278,strassen,0,128,0.017120583000007628
278,triple_loop,0,128,0.0016329170000091153
278,frievald,1,128,0.00012983299998836628
278,frievald,10,128,0.0003122079999968719
278,frievald,20,128,0.0005917909999908488
318,numpy_matmul,0,129,0.00016800000000216642
318,strassen,0,129,0.016739999999998645
318,triple_loop,0,129,0.0018405410000070788
318,frievald,1,129,8.345899999540052e-05
318,frievald,10,129,0.00032579199999815955
318,frievald,20,129,0.0006256669999942233
622,numpy_matmul,0,130,0.0013133329999988064
622,strassen,0,130,0.12174629099999379
622,triple_loop_skipped,0,130,
622,frievald,1,130,0.0003165830000000369
622,frievald,10,130,0.0005845420000127888
622,frievald,20,130,0.0010402499999884185
625,numpy_matmul,0,131,0.0013232079999880852
625,strassen,0,131,0.1322975409999998
625,triple_loop_skipped,0,131,
625,frievald,1,131,0.0003424589999951877
625,frievald,10,131,0.0006190000000003693
625,frievald,20,131,0.0011295830000079832
822,numpy_matmul,0,132,0.004571417000008182
822,strassen,0,132,0.12061620799998707
822,triple_loop_skipped,0,132,
822,frievald,1,132,0.0004217500000009977
822,frievald,10,132,0.0014618750000039427
822,frievald,20,132,0.0031952920000009044
539,numpy_matmul,0,133,0.0008362079999955085
539,strassen,0,133,0.12140695899999798
539,triple_loop,0,133,0.008367125000006581
539,frievald,1,133,0.00017804099999807477
539,frievald,10,133,0.0005255420000054301
539,frievald,20,133,0.0010059170000005224
1647,numpy_matmul,0,134,0.026584915999990244
1647,strassen,0,134,0.9999320409999939
1647,triple_loop_skipped,0,134,
1647,frievald,1,134,0.0014807090000061862
1647,frievald,10,134,0.010596874999990291
1647,frievald,20,134,0.021275124999988293
1110,numpy_matmul,0,135,0.009371208000004572
1110,strassen,0,135,0.9709017079999995
1110,triple_loop_skipped,0,135,
1110,frievald,1,135,0.0008756670000025224
1110,frievald,10,135,0.005277750000004744
1110,frievald,20,135,0.010060166000002368
1861,numpy_matmul,0,136,0.037484125000005974
1861,strassen,0,136,0.893131167000007
1861,triple_loop_skipped,0,136,
1861,frievald,1,136,0.0014769170000050735
1861,frievald,10,136,0.01297466699999461
1861,frievald,20,136,0.026799583000013172
187,numpy_matmul,0,137,5.279099998745096e-05
187,strassen,0,137,0.0023970419999983505
187,triple_loop,0,137,0.00036329200000295714
187,frievald,1,137,8.83749999900374e-05
187,frievald,10,137,0.00026491699999553475
187,frievald,20,137,0.0005023339999894461
746,numpy_matmul,0,138,0.0036421249999989413
746,strassen,0,138,0.1202727089999911
746,triple_loop_skipped,0,138,
746,frievald,1,138,0.000351874999992674
746,frievald,10,138,0.0007393750000090904
746,frievald,20,138,0.0013712500000053751
1699,numpy_matmul,0,139,0.028781999999992536
1699,strassen,0,139,0.8653800419999982
1699,triple_loop_skipped,0,139,
1699,frievald,1,139,0.0012021670000024187
1699,frievald,10,139,0.010860207999996874
1699,frievald,20,139,0.021879957999999533
1039,numpy_matmul,0,140,0.007623625000007905
1039,strassen,0,140,0.8585091249999977
1039,triple_loop_skipped,0,140,
1039,frievald,1,140,0.0007129590000118924
1039,frievald,10,140,0.004467333000008011
1039,frievald,20,140,0.008662915999991583
333,numpy_matmul,0,141,0.00022200000000793807
333,strassen,0,141,0.016882124999995085
333,triple_loop,0,141,0.0027869590000051403
333,frievald,1,141,0.00010854199999243974
333,frievald,10,141,0.0003555419999941023
333,frievald,20,141,0.000683000000009315
757,numpy_matmul,0,142,0.0033562500000101636
757,strassen,0,142,0.12000824999999793
757,triple_loop_skipped,0,142,
757,frievald,1,142,0.00037050000000249383
757,frievald,10,142,0.0007820840000078988
757,frievald,20,142,0.0014435000000077025
1169,numpy_matmul,0,143,0.010812624999999798
1169,strassen,0,143,0.8596195830000113
1169,triple_loop_skipped,0,143,
1169,frievald,1,143,0.0008338749999978745
1169,frievald,10,143,0.005427666999992198
1169,frievald,20,143,0.010713874999993322
170,numpy_matmul,0,144,4.329200000086075e-05
170,strassen,0,144,0.0023433749999952624
170,triple_loop,0,144,0.0006176249999896299
170,frievald,1,144,8.204199998829154e-05
170,frievald,10,144,0.0002393339999997579
170,frievald,20,144,0.0004514170000078366
948,numpy_matmul,0,145,0.006545083000006002
948,strassen,0,145,0.1204737910000091
948,triple_loop_skipped,0,145,
948,frievald,1,145,0.000489458000004106
948,frievald,10,145,0.003994417000001249
948,frievald,20,145,0.007363333000000694
1351,numpy_matmul,0,146,0.01563154199999417
1351,strassen,0,146,0.8794321249999939
1351,triple_loop_skipped,0,146,
1351,frievald,1,146,0.000863249999994764
1351,frievald,10,146,0.007117875000005824
1351,frievald,20,146,0.015383792000008611
333,numpy_matmul,0,147,0.00022329199998694094
333,strassen,0,147,0.017623584000006076
333,triple_loop,0,147,0.0032147499999979345
333,frievald,1,147,0.00017312499998922704
333,frievald,10,147,0.00037716600000692324
333,frievald,20,147,0.0007025000000027148
744,numpy_matmul,0,148,0.0030512919999949872
744,strassen,0,148,0.12213495800000373
744,triple_loop_skipped,0,148,
744,frievald,1,148,0.0003814169999998285
744,frievald,10,148,0.0007703749999876663
744,frievald,20,148,0.0014597079999987272
448,numpy_matmul,0,149,0.0004719580000056567
448,strassen,0,149,0.016745000000000232
448,triple_loop,0,149,0.004519541999997045
448,frievald,1,149,0.00012045900000146048
448,frievald,10,149,0.00036458300000674626
448,frievald,20,149,0.0007058329999978241
1257,numpy_matmul,0,150,0.013133791999990763
1257,strassen,0,150,0.8675379590000034
1257,triple_loop_skipped,0,150,
1257,frievald,1,150,0.0007490829999881043
1257,frievald,10,150,0.006174624999999878
1257,frievald,20,150,0.012594040999999834
454,numpy_matmul,0,151,0.0005584160000040583
454,strassen,0,151,0.016929375000003688
454,triple_loop,0,151,0.0057138330000015
454,frievald,1,151,0.0001582499999983611
454,frievald,10,151,0.000417333000001463
454,frievald,20,151,0.0007859589999981154
736,numpy_matmul,0,152,0.0026480840000004946
736,strassen,0,152,0.12110704200000555
736,triple_loop_skipped,0,152,
736,frievald,1,152,0.000360916000005318
736,frievald,10,152,0.0006112499999915144
736,frievald,20,152,0.001142375000000584
890,numpy_matmul,0,153,0.004946583000005944
890,strassen,0,153,0.12074208299999611
890,triple_loop_skipped,0,153,
890,frievald,1,153,0.0004530000000073642
890,frievald,10,153,0.003322916999991321
890,frievald,20,153,0.006486916999989489
1479,numpy_matmul,0,154,0.019529499999990207
1479,strassen,0,154,1.0757012090000018
1479,triple_loop_skipped,0,154,
1479,frievald,1,154,0.0010466250000007449
1479,frievald,10,154,0.011749874999992471
1479,frievald,20,154,0.024565249999994876
816,numpy_matmul,0,155,0.004750000000001364
816,strassen,0,155,0.1471824160000068
816,triple_loop_skipped,0,155,
816,frievald,1,155,0.0005667909999971243
816,frievald,10,155,0.0016774999999995543
816,frievald,20,155,0.0033562919999923224
205,numpy_matmul,0,156,6.587500000421187e-05
205,strassen,0,156,0.0025464579999976422
205,triple_loop,0,156,0.0015062500000055934
205,frievald,1,156,0.00022141699999167486
205,frievald,10,156,0.00030479100000491144
205,frievald,20,156,0.0005754170000074055
1408,numpy_matmul,0,157,0.017385916999998585
1408,strassen,0,157,0.9331745409999996
1408,triple_loop_skipped,0,157,
1408,frievald,1,157,0.0009535420000048589
1408,frievald,10,157,0.007549125000011259
1408,frievald,20,157,0.01586170800000275
418,numpy_matmul,0,158,0.0004398330000014994
418,strassen,0,158,0.020923332999998934
418,triple_loop,0,158,0.004631374999988225
418,frievald,1,158,0.0002158749999949805
418,frievald,10,158,0.00040916700000082074
418,frievald,20,158,0.0007458749999926795
820,numpy_matmul,0,159,0.004827250000005279
820,strassen,0,159,0.12446766600000103
820,triple_loop_skipped,0,159,
820,frievald,1,159,0.0004745829999990292
820,frievald,10,159,0.0015958749999924748
820,frievald,20,159,0.0029757500000044956
1072,numpy_matmul,0,160,0.007619125000005056
1072,strassen,0,160,0.8955142500000051
1072,triple_loop_skipped,0,160,
1072,frievald,1,160,0.0006572080000069036
1072,frievald,10,160,0.004819749999995793
1072,frievald,20,160,0.009394042000010927
1999,numpy_matmul,0,161,0.04486816600000054
1999,strassen,0,161,0.8620490419999953
1999,triple_loop_skipped,0,161,
1999,frievald,1,161,0.0016182919999891965
1999,frievald,10,161,0.01478558299999122
1999,frievald,20,161,0.029991167000005703
537,numpy_matmul,0,162,0.0009109159999951544
537,strassen,0,162,0.12150279200000114
537,triple_loop,0,162,0.008527999999998315
537,frievald,1,162,0.00017295799999317296
537,frievald,10,162,0.0005187910000046259
537,frievald,20,162,0.0010036249999956226
1332,numpy_matmul,0,163,0.014124166999991417
1332,strassen,0,163,0.8575320830000095
1332,triple_loop_skipped,0,163,
1332,frievald,1,163,0.0008021659999997155
1332,frievald,10,163,0.007486917000008475
1332,frievald,20,163,0.013646375000007538
456,numpy_matmul,0,164,0.0005521249999986821
456,strassen,0,164,0.01668229199999871
456,triple_loop,0,164,0.0055379580000050055
456,frievald,1,164,0.00013341599999705522
456,frievald,10,164,0.0004119580000008227
456,frievald,20,164,0.0007795409999999947
1523,numpy_matmul,0,165,0.02069525000000283
1523,strassen,0,165,0.8589329160000005
1523,triple_loop_skipped,0,165,
1523,frievald,1,165,0.0010000830000080896
1523,frievald,10,165,0.008791333999994322
1523,frievald,20,165,0.01748054099999763
1038,numpy_matmul,0,166,0.0073308340000011185
1038,strassen,0,166,0.9083003329999997
1038,triple_loop_skipped,0,166,
1038,frievald,1,166,0.0006295829999913849
1038,frievald,10,166,0.005151459000003911
1038,frievald,20,166,0.009143875000006574
388,numpy_matmul,0,167,0.0003367909999951735
388,strassen,0,167,0.017195125000000644
388,triple_loop,0,167,0.004447166999995034
388,frievald,1,167,0.00016112500000531327
388,frievald,10,167,0.00037416699998971126
388,frievald,20,167,0.0007156249999979991
537,numpy_matmul,0,168,0.0008760829999943098
537,strassen,0,168,0.143455416000009
537,triple_loop,0,168,0.009131166999992502
537,frievald,1,168,0.0002588750000001028
537,frievald,10,168,0.000554707999995685
537,frievald,20,168,0.00103995799999268
127,numpy_matmul,0,169,2.354199999388129e-05
127,strassen,0,169,0.00033979199999123466
127,triple_loop,0,169,0.0001011250000004793
127,frievald,1,169,8.529100000487233e-05
127,frievald,10,169,0.00021212499999023748
127,frievald,20,169,0.0004370420000014974
735,numpy_matmul,0,170,0.004088290999987976
735,strassen,0,170,0.13531787499999837
735,triple_loop_skipped,0,170,
735,frievald,1,170,0.0004257910000120546
735,frievald,10,170,0.001020707999998649
735,frievald,20,170,0.0017730829999891284
1751,numpy_matmul,0,171,0.032079667000004974
1751,strassen,0,171,0.9091003329999978
1751,triple_loop_skipped,0,171,
1751,frievald,1,171,0.001338082999993162
1751,frievald,10,171,0.011931000000004133
1751,frievald,20,171,0.023024249999991753
1298,numpy_matmul,0,172,0.013839875000002166
1298,strassen,0,172,0.9248029580000008
1298,triple_loop_skipped,0,172,
