dataset,distribution,dataset_size,precision,rep,algorithm,checkpoint,stream_index,true_cardinality,estimated_cardinality,relative_error
bounded_micro_1k_1000.txt,bounded_micro_1k,1000,14,2,hll,488,687,488,490.263,0.00463628
bounded_micro_1k_1000.txt,bounded_micro_1k,1000,14,2,hll,549,815,549,549.099,0.000181099
bounded_micro_1k_1000.txt,bounded_micro_1k,1000,14,2,hll,610,986,610,610.224,0.000367473
bounded_micro_1k_1000.txt,bounded_micro_1k,1000,14,2,hll,616,1000,616,616.453,0.000735433
bounded_micro_1k_1000.txt,bounded_micro_1k,1000,14,2,hll++,61,63,61,61,0
bounded_micro_1k_1000.txt,bounded_micro_1k,1000,14,2,hll++,122,132,122,122,0
bounded_micro_1k_1000.txt,bounded_micro_1k,1000,14,2,hll++,183,206,183,183,0
bounded_micro_1k_1000.txt,bounded_micro_1k,1000,14,2,hll++,244,277,244,244,0
bounded_micro_1k_1000.txt,bounded_micro_1k,1000,14,2,hll++,305,366,305,305,0
bounded_micro_1k_1000.txt,bounded_micro_1k,1000,14,2,hll++,366,463,366,366,0
bounded_micro_1k_1000.txt,bounded_micro_1k,1000,14,2,hll++,427,568,427,427,0
bounded_micro_1k_1000.txt,bounded_micro_1k,1000,14,2,hll++,488,687,488,488,0
bounded_micro_1k_1000.txt,bounded_micro_1k,1000,14,2,hll++,549,815,549,549,0
bounded_micro_1k_1000.txt,bounded_micro_1k,1000,14,2,hll++,610,986,610,610,0
bounded_micro_1k_1000.txt,bounded_micro_1k,1000,14,2,hll++,616,1000,616,616,0
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,ll,10000,10000,10000,9961.62,0.00383756
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,ll,16681,16681,16681,16636.9,0.00264134
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,ll,27826,27826,27826,27608.8,0.00780658
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,ll,46416,46416,46416,46935.2,0.0111857
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,ll,77426,77426,77426,78528.9,0.0142447
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,ll,129155,129155,129155,130807,0.0127915
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,ll,215443,215443,215443,216885,0.00669505
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,ll,359381,359381,359381,362725,0.00930498
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,ll,599484,599484,599484,608173,0.0144941
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,ll,1000000,1000000,1000000,1.02512e+06,0.025117
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll,10000,10000,10000,9961.62,0.00383756
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll,16681,16681,16681,16636.9,0.00264134
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll,27826,27826,27826,27608.8,0.00780658
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll,46416,46416,46416,46432.4,0.000352736
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll,77426,77426,77426,77680.1,0.0032816
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll,129155,129155,129155,130312,0.00895457
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll,215443,215443,215443,217301,0.00862364
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll,359381,359381,359381,361525,0.00596685
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll,599484,599484,599484,605373,0.00982407
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll,1000000,1000000,1000000,1.02269e+06,0.0226945
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll++,10000,10000,10000,9961.62,0.00383756
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll++,16681,16681,16681,16636.9,0.00264134
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll++,27826,27826,27826,27608.8,0.00780658
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll++,46416,46416,46416,46711.4,0.00636415
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll++,77426,77426,77426,77478.4,0.000676679
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll++,129155,129155,129155,130312,0.00895457
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll++,215443,215443,215443,217301,0.00862364
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll++,359381,359381,359381,361525,0.00596685
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll++,599484,599484,599484,605373,0.00982407
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,0,hll++,1000000,1000000,1000000,1.02269e+06,0.0226945
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,ll,10000,10000,10000,9961.62,0.00383756
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,ll,16681,16681,16681,16636.9,0.00264134
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,ll,27826,27826,27826,27608.8,0.00780658
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,ll,46416,46416,46416,46935.2,0.0111857
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,ll,77426,77426,77426,78528.9,0.0142447
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,ll,129155,129155,129155,130807,0.0127915
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,ll,215443,215443,215443,216885,0.00669505
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,ll,359381,359381,359381,362725,0.00930498
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,ll,599484,599484,599484,608173,0.0144941
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,ll,1000000,1000000,1000000,1.02512e+06,0.025117
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll,10000,10000,10000,9961.62,0.00383756
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll,16681,16681,16681,16636.9,0.00264134
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll,27826,27826,27826,27608.8,0.00780658
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll,46416,46416,46416,46432.4,0.000352736
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll,77426,77426,77426,77680.1,0.0032816
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll,129155,129155,129155,130312,0.00895457
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll,215443,215443,215443,217301,0.00862364
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll,359381,359381,359381,361525,0.00596685
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll,599484,599484,599484,605373,0.00982407
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll,1000000,1000000,1000000,1.02269e+06,0.0226945
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll++,10000,10000,10000,9961.62,0.00383756
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll++,16681,16681,16681,16636.9,0.00264134
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll++,27826,27826,27826,27608.8,0.00780658
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll++,46416,46416,46416,46711.4,0.00636415
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll++,77426,77426,77426,77478.4,0.000676679
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll++,129155,129155,129155,130312,0.00895457
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll++,215443,215443,215443,217301,0.00862364
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll++,359381,359381,359381,361525,0.00596685
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll++,599484,599484,599484,605373,0.00982407
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,1,hll++,1000000,1000000,1000000,1.02269e+06,0.0226945
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,ll,10000,10000,10000,9961.62,0.00383756
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,ll,16681,16681,16681,16636.9,0.00264134
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,ll,27826,27826,27826,27608.8,0.00780658
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,ll,46416,46416,46416,46935.2,0.0111857
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,ll,77426,77426,77426,78528.9,0.0142447
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,ll,129155,129155,129155,130807,0.0127915
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,ll,215443,215443,215443,216885,0.00669505
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,ll,359381,359381,359381,362725,0.00930498
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,ll,599484,599484,599484,608173,0.0144941
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,ll,1000000,1000000,1000000,1.02512e+06,0.025117
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll,10000,10000,10000,9961.62,0.00383756
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll,16681,16681,16681,16636.9,0.00264134
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll,27826,27826,27826,27608.8,0.00780658
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll,46416,46416,46416,46432.4,0.000352736
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll,77426,77426,77426,77680.1,0.0032816
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll,129155,129155,129155,130312,0.00895457
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll,215443,215443,215443,217301,0.00862364
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll,359381,359381,359381,361525,0.00596685
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll,599484,599484,599484,605373,0.00982407
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll,1000000,1000000,1000000,1.02269e+06,0.0226945
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll++,10000,10000,10000,9961.62,0.00383756
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll++,16681,16681,16681,16636.9,0.00264134
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll++,27826,27826,27826,27608.8,0.00780658
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll++,46416,46416,46416,46711.4,0.00636415
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll++,77426,77426,77426,77478.4,0.000676679
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll++,129155,129155,129155,130312,0.00895457
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll++,215443,215443,215443,217301,0.00862364
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll++,359381,359381,359381,361525,0.00596685
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll++,599484,599484,599484,605373,0.00982407
clustered_wave_1m_1000000.txt,clustered_wave_1m,1000000,14,2,hll++,1000000,1000000,1000000,1.02269e+06,0.0226945
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,ll,30000,30000,30000,29940.5,0.0019839
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,ll,50043,50043,50043,50730.5,0.0137377
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,ll,83477,83477,83477,84121.1,0.0077154
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,ll,139248,139248,139248,140550,0.00934673
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,ll,232279,232279,232279,234959,0.0115396
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,ll,387465,387465,387465,392354,0.0126191
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,ll,646330,646330,646330,653691,0.0113882
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,ll,1078144,1078144,1078144,1.10054e+06,0.0207685
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,ll,1798453,1798453,1798453,1.82738e+06,0.0160817
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,ll,3000000,3000000,3000000,3.00729e+06,0.00242853
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll,30000,30000,30000,29940.5,0.0019839
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll,50043,50043,50043,49990.8,0.00104271
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll,83477,83477,83477,84032.6,0.00665602
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll,139248,139248,139248,141222,0.0141733
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll,232279,232279,232279,234010,0.00745125
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll,387465,387465,387465,391141,0.00948774
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll,646330,646330,646330,650004,0.00568417
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll,1078144,1078144,1078144,1.09663e+06,0.0171461
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll,1798453,1798453,1798453,1.81971e+06,0.0118196
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll,3000000,3000000,3000000,2.99837e+06,0.000542773
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll++,30000,30000,30000,29940.5,0.0019839
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll++,50043,50043,50043,50384.6,0.00682541
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll++,83477,83477,83477,84032.6,0.00665602
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll++,139248,139248,139248,141222,0.0141733
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll++,232279,232279,232279,234010,0.00745125
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll++,387465,387465,387465,391141,0.00948774
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll++,646330,646330,646330,650004,0.00568417
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll++,1078144,1078144,1078144,1.09663e+06,0.0171461
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll++,1798453,1798453,1798453,1.81971e+06,0.0118196
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,0,hll++,3000000,3000000,3000000,2.99837e+06,0.000542773
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,ll,30000,30000,30000,29940.5,0.0019839
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,ll,50043,50043,50043,50730.5,0.0137377
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,ll,83477,83477,83477,84121.1,0.0077154
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,ll,139248,139248,139248,140550,0.00934673
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,ll,232279,232279,232279,234959,0.0115396
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,ll,387465,387465,387465,392354,0.0126191
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,ll,646330,646330,646330,653691,0.0113882
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,ll,1078144,1078144,1078144,1.10054e+06,0.0207685
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,ll,1798453,1798453,1798453,1.82738e+06,0.0160817
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,ll,3000000,3000000,3000000,3.00729e+06,0.00242853
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll,30000,30000,30000,29940.5,0.0019839
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll,50043,50043,50043,49990.8,0.00104271
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll,83477,83477,83477,84032.6,0.00665602
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll,139248,139248,139248,141222,0.0141733
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll,232279,232279,232279,234010,0.00745125
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll,387465,387465,387465,391141,0.00948774
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll,646330,646330,646330,650004,0.00568417
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll,1078144,1078144,1078144,1.09663e+06,0.0171461
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll,1798453,1798453,1798453,1.81971e+06,0.0118196
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll,3000000,3000000,3000000,2.99837e+06,0.000542773
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll++,30000,30000,30000,29940.5,0.0019839
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll++,50043,50043,50043,50384.6,0.00682541
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll++,83477,83477,83477,84032.6,0.00665602
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll++,139248,139248,139248,141222,0.0141733
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll++,232279,232279,232279,234010,0.00745125
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll++,387465,387465,387465,391141,0.00948774
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll++,646330,646330,646330,650004,0.00568417
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll++,1078144,1078144,1078144,1.09663e+06,0.0171461
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll++,1798453,1798453,1798453,1.81971e+06,0.0118196
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,1,hll++,3000000,3000000,3000000,2.99837e+06,0.000542773
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,ll,30000,30000,30000,29940.5,0.0019839
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,ll,50043,50043,50043,50730.5,0.0137377
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,ll,83477,83477,83477,84121.1,0.0077154
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,ll,139248,139248,139248,140550,0.00934673
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,ll,232279,232279,232279,234959,0.0115396
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,ll,387465,387465,387465,392354,0.0126191
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,ll,646330,646330,646330,653691,0.0113882
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,ll,1078144,1078144,1078144,1.10054e+06,0.0207685
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,ll,1798453,1798453,1798453,1.82738e+06,0.0160817
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,ll,3000000,3000000,3000000,3.00729e+06,0.00242853
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll,30000,30000,30000,29940.5,0.0019839
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll,50043,50043,50043,49990.8,0.00104271
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll,83477,83477,83477,84032.6,0.00665602
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll,139248,139248,139248,141222,0.0141733
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll,232279,232279,232279,234010,0.00745125
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll,387465,387465,387465,391141,0.00948774
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll,646330,646330,646330,650004,0.00568417
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll,1078144,1078144,1078144,1.09663e+06,0.0171461
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll,1798453,1798453,1798453,1.81971e+06,0.0118196
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll,3000000,3000000,3000000,2.99837e+06,0.000542773
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll++,30000,30000,30000,29940.5,0.0019839
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll++,50043,50043,50043,50384.6,0.00682541
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll++,83477,83477,83477,84032.6,0.00665602
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll++,139248,139248,139248,141222,0.0141733
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll++,232279,232279,232279,234010,0.00745125
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll++,387465,387465,387465,391141,0.00948774
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll++,646330,646330,646330,650004,0.00568417
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll++,1078144,1078144,1078144,1.09663e+06,0.0171461
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll++,1798453,1798453,1798453,1.81971e+06,0.0118196
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll++,3000000,3000000,3000000,2.99837e+06,0.000542773
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,20000,20000,20000,20111,0.00555245
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,33362,33362,33362,33627.6,0.00796073
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,55651,55651,55651,54784,0.0155799
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,92832,92832,92832,91583.4,0.0134498
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,154853,154853,154853,153251,0.0103461
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,258310,258310,258310,259586,0.00493821
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,430887,430887,430887,433459,0.00596895
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,718763,718763,718763,720495,0.00240983
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,1198969,1198969,1198969,1.20304e+06,0.00339537
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,2000000,2000000,2000000,1.99285e+06,0.00357443
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,20000,20000,20000,20111,0.00555245
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,33362,33362,33362,33627.6,0.00796073
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,55651,55651,55651,56975.8,0.0238046
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,92832,92832,92832,92617.6,0.00230927
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,154853,154853,154853,154553,0.0019377
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,258310,258310,258310,260734,0.00938401
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,430887,430887,430887,431657,0.00178669
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,718763,718763,718763,724227,0.00760202
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,1198969,1198969,1198969,1.20126e+06,0.00191216
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,2000000,2000000,2000000,2.00581e+06,0.00290526
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,20000,20000,20000,20111,0.00555245
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,33362,33362,33362,33627.6,0.00796073
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,55651,55651,55651,55464.6,0.00334896
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,92832,92832,92832,92617.6,0.00230927
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,154853,154853,154853,154553,0.0019377
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,258310,258310,258310,260734,0.00938401
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,430887,430887,430887,431657,0.00178669
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,718763,718763,718763,724227,0.00760202
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,1198969,1198969,1198969,1.20126e+06,0.00191216
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,2000000,2000000,2000000,2.00581e+06,0.00290526
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,20000,20000,20000,20111,0.00555245
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,33362,33362,33362,33627.6,0.00796073
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,55651,55651,55651,54784,0.0155799
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,92832,92832,92832,91583.4,0.0134498
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,154853,154853,154853,153251,0.0103461
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,258310,258310,258310,259586,0.00493821
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,430887,430887,430887,433459,0.00596895
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,718763,718763,718763,720495,0.00240983
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,1198969,1198969,1198969,1.20304e+06,0.00339537
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,2000000,2000000,2000000,1.99285e+06,0.00357443
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,20000,20000,20000,20111,0.00555245
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,33362,33362,33362,33627.6,0.00796073
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,55651,55651,55651,56975.8,0.0238046
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,92832,92832,92832,92617.6,0.00230927
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,154853,154853,154853,154553,0.0019377
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,258310,258310,258310,260734,0.00938401
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,430887,430887,430887,431657,0.00178669
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,718763,718763,718763,724227,0.00760202
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,1198969,1198969,1198969,1.20126e+06,0.00191216
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,2000000,2000000,2000000,2.00581e+06,0.00290526
