n,k,is_probable_prime,time_ns,modexp_count,is_carmichael,bits,rounds,time_ms,ground_truth,probable_prime,correct,false_positive
51117,2,0,6322,2,False,16,2,0.006322,False,False,True,False
45623,2,0,6122,1,False,16,2,0.006122,False,False,True,False
38741,2,0,6170,2,False,16,2,0.00617,False,False,True,False
2522342955,2,0,11556,1,False,32,2,0.011556,False,False,True,False
2493900019,2,0,10361,1,False,32,2,0.010361,False,False,True,False
4012293711,2,0,10442,1,False,32,2,0.010442,False,False,True,False
4102147835,2,0,9923,1,False,32,2,0.009923,False,False,True,False
2982885235,2,0,9874,1,False,32,2,0.009874,False,False,True,False
3970878825,2,0,10525,3,False,32,2,0.010525,False,False,True,False
4047525305,2,0,9520,3,False,32,2,0.00952,False,False,True,False
3612247555,2,0,8995,1,False,32,2,0.008995,False,False,True,False
4052903219,2,0,9312,1,False,32,2,0.009312,False,False,True,False
4145851801,2,0,9594,3,False,32,2,0.009594,False,False,True,False
2530426751,2,0,9306,1,False,32,2,0.009306,False,False,True,False
3572575721,2,0,9775,3,False,32,2,0.009775,False,False,True,False
3876275751,2,0,8962,1,False,32,2,0.008962,False,False,True,False
3728694777,2,0,17877,3,False,32,2,0.017877,False,False,True,False
3404690433,2,0,12332,10,False,32,2,0.012332,False,False,True,False
3531451225,2,0,9606,3,False,32,2,0.009606,False,False,True,False
3694738397,2,0,9246,2,False,32,2,0.009246,False,False,True,False
2656470979,2,0,9644,1,False,32,2,0.009644,False,False,True,False
2149244783,2,0,8855,1,False,32,2,0.008855,False,False,True,False
2384663647,2,0,8567,1,False,32,2,0.008567,False,False,True,False
13735796002281676999,2,0,16168,1,False,64,2,0.016168,False,False,True,False
14310260176365416025,2,0,16436,3,False,64,2,0.016436,False,False,True,False
14256331602474582805,2,0,15695,2,False,64,2,0.015695,False,False,True,False
17490784102544701661,2,0,14313,2,False,64,2,0.014313,False,False,True,False
14481975336352111487,2,0,14352,1,False,64,2,0.014352,False,False,True,False
16194581791458925085,2,0,14600,2,False,64,2,0.0146,False,False,True,False
13388369873121521961,2,0,16000,3,False,64,2,0.016,False,False,True,False
10274549014183291387,2,0,13985,1,False,64,2,0.013985,False,False,True,False
14910571055952252123,2,0,13589,1,False,64,2,0.013589,False,False,True,False
11955967782054583207,2,0,15396,1,False,64,2,0.015396,False,False,True,False
11600189632129790437,2,0,15643,2,False,64,2,0.015643,False,False,True,False
10186417792844870081,2,0,15778,6,False,64,2,0.015778,False,False,True,False
11715229317521267233,2,0,16154,5,False,64,2,0.016154,False,False,True,False
17147507823226193959,2,0,14901,1,False,64,2,0.014901,False,False,True,False
14018998443484930791,2,0,14831,1,False,64,2,0.014831,False,False,True,False
16915863373473983449,2,0,14899,3,False,64,2,0.014899,False,False,True,False
15197665038469956811,2,0,13742,1,False,64,2,0.013742,False,False,True,False
13766810747009683013,2,0,15039,2,False,64,2,0.015039,False,False,True,False
11648659780512239335,2,0,15618,1,False,64,2,0.015618,False,False,True,False
14623176898799790805,2,0,14577,2,False,64,2,0.014577,False,False,True,False
56517,3,0,26872,2,False,16,3,0.026872,False,False,True,False
59799,3,0,17672,1,False,16,3,0.017672,False,False,True,False
41121,3,0,14560,5,False,16,3,0.01456,False,False,True,False
62555,3,0,8254,1,False,16,3,0.008254,False,False,True,False
56757,3,0,8921,2,False,16,3,0.008921,False,False,True,False
33643,3,0,8940,1,False,16,3,0.00894,False,False,True,False
45021,3,0,9183,2,False,16,3,0.009183,False,False,True,False
58365,3,0,7737,2,False,16,3,0.007737,False,False,True,False
51661,3,0,8647,2,False,16,3,0.008647,False,False,True,False
48567,3,0,7432,1,False,16,3,0.007432,False,False,True,False
36751,3,0,7555,1,False,16,3,0.007555,False,False,True,False
47477,3,0,8044,2,False,16,3,0.008044,False,False,True,False
56471,3,0,7422,1,False,16,3,0.007422,False,False,True,False
64911,3,0,7779,1,False,16,3,0.007779,False,False,True,False
37059,3,0,7335,1,False,16,3,0.007335,False,False,True,False
62845,3,0,7716,2,False,16,3,0.007716,False,False,True,False
63303,3,0,7662,1,False,16,3,0.007662,False,False,True,False
51117,3,0,7638,2,False,16,3,0.007638,False,False,True,False
45623,3,0,7412,1,False,16,3,0.007412,False,False,True,False
38741,3,0,7097,2,False,16,3,0.007097,False,False,True,False
2522342955,3,0,14847,1,False,32,3,0.014847,False,False,True,False
2493900019,3,0,17814,1,False,32,3,0.017814,False,False,True,False
4012293711,3,0,13193,1,False,32,3,0.013193,False,False,True,False
4102147835,3,0,11942,1,False,32,3,0.011942,False,False,True,False
2982885235,3,0,12446,1,False,32,3,0.012446,False,False,True,False
3970878825,3,0,12304,3,False,32,3,0.012304,False,False,True,False
4047525305,3,0,25577,3,False,32,3,0.025577,False,False,True,False
3612247555,3,0,10844,1,False,32,3,0.010844,False,False,True,False
4052903219,3,0,8911,1,False,32,3,0.008911,False,False,True,False
4145851801,3,0,9574,3,False,32,3,0.009574,False,False,True,False
2530426751,3,0,9322,1,False,32,3,0.009322,False,False,True,False
3572575721,3,0,9460,3,False,32,3,0.00946,False,False,True,False
3876275751,3,0,8736,1,False,32,3,0.008736,False,False,True,False
3728694777,3,0,9410,3,False,32,3,0.00941,False,False,True,False
3404690433,3,0,10050,10,False,32,3,0.01005,False,False,True,False
3531451225,3,0,8890,3,False,32,3,0.00889,False,False,True,False
3694738397,3,0,9184,2,False,32,3,0.009184,False,False,True,False
2656470979,3,0,8758,1,False,32,3,0.008758,False,False,True,False
2149244783,3,0,8195,1,False,32,3,0.008195,False,False,True,False
2384663647,3,0,8278,1,False,32,3,0.008278,False,False,True,False
13735796002281676999,3,0,15872,1,False,64,3,0.015872,False,False,True,False
14310260176365416025,3,0,16016,3,False,64,3,0.016016,False,False,True,False
14256331602474582805,3,0,15441,2,False,64,3,0.015441,False,False,True,False
17490784102544701661,3,0,13575,2,False,64,3,0.013575,False,False,True,False
14481975336352111487,3,0,14458,1,False,64,3,0.014458,False,False,True,False
16194581791458925085,3,0,14480,2,False,64,3,0.01448,False,False,True,False
13388369873121521961,3,0,14909,3,False,64,3,0.014909,False,False,True,False
10274549014183291387,3,0,13641,1,False,64,3,0.013641,False,False,True,False
14910571055952252123,3,0,12784,1,False,64,3,0.012784,False,False,True,False
11955967782054583207,3,0,14281,1,False,64,3,0.014281,False,False,True,False
11600189632129790437,3,0,15095,2,False,64,3,0.015095,False,False,True,False
10186417792844870081,3,0,15783,6,False,64,3,0.015783,False,False,True,False
11715229317521267233,3,0,15492,5,False,64,3,0.015492,False,False,True,False
17147507823226193959,3,0,14659,1,False,64,3,0.014659,False,False,True,False
14018998443484930791,3,0,14592,1,False,64,3,0.014592,False,False,True,False
16915863373473983449,3,0,13821,3,False,64,3,0.013821,False,False,True,False
15197665038469956811,3,0,13407,1,False,64,3,0.013407,False,False,True,False
13766810747009683013,3,0,15148,2,False,64,3,0.015148,False,False,True,False
11648659780512239335,3,0,14664,1,False,64,3,0.014664,False,False,True,False
14623176898799790805,3,0,13756,2,False,64,3,0.013756,False,False,True,False
56517,15,0,19510,2,False,16,15,0.01951,False,False,True,False
59799,15,0,9884,1,False,16,15,0.009884,False,False,True,False
41121,15,0,8693,5,False,16,15,0.008693,False,False,True,False
62555,15,0,6697,1,False,16,15,0.006697,False,False,True,False
56757,15,0,6755,2,False,16,15,0.006755,False,False,True,False
33643,15,0,6350,1,False,16,15,0.00635,False,False,True,False
45021,15,0,6350,2,False,16,15,0.00635,False,False,True,False
58365,15,0,6431,2,False,16,15,0.006431,False,False,True,False
51661,15,0,6217,2,False,16,15,0.006217,False,False,True,False
48567,15,0,6155,1,False,16,15,0.006155,False,False,True,False
36751,15,0,6258,1,False,16,15,0.006258,False,False,True,False
47477,15,0,6380,2,False,16,15,0.00638,False,False,True,False
56471,15,0,6033,1,False,16,15,0.006033,False,False,True,False
64911,15,0,6289,1,False,16,15,0.006289,False,False,True,False
37059,15,0,5970,1,False,16,15,0.00597,False,False,True,False
62845,15,0,6329,2,False,16,15,0.006329,False,False,True,False
63303,15,0,6179,1,False,16,15,0.006179,False,False,True,False
51117,15,0,6192,2,False,16,15,0.006192,False,False,True,False
45623,15,0,6030,1,False,16,15,0.00603,False,False,True,False
38741,15,0,6181,2,False,16,15,0.006181,False,False,True,False
2522342955,15,0,11796,1,False,32,15,0.011796,False,False,True,False
2493900019,15,0,9122,1,False,32,15,0.009122,False,False,True,False
4012293711,15,0,9629,1,False,32,15,0.009629,False,False,True,False
4102147835,15,0,9082,1,False,32,15,0.009082,False,False,True,False
2982885235,15,0,9059,1,False,32,15,0.009059,False,False,True,False
3970878825,15,0,9757,3,False,32,15,0.009757,False,False,True,False
4047525305,15,0,9483,3,False,32,15,0.009483,False,False,True,False
3612247555,15,0,8962,1,False,32,15,0.008962,False,False,True,False
4052903219,15,0,8911,1,False,32,15,0.008911,False,False,True,False
4145851801,15,0,9145,3,False,32,15,0.009145,False,False,True,False
2530426751,15,0,9044,1,False,32,15,0.009044,False,False,True,False
3572575721,15,0,9445,3,False,32,15,0.009445,False,False,True,False
3876275751,15,0,8900,1,False,32,15,0.0089,False,False,True,False
3728694777,15,0,9506,3,False,32,15,0.009506,False,False,True,False
3404690433,15,0,10234,10,False,32,15,0.010234,False,False,True,False
3531451225,15,0,9171,3,False,32,15,0.009171,False,False,True,False
3694738397,15,0,9251,2,False,32,15,0.009251,False,False,True,False
2656470979,15,0,8851,1,False,32,15,0.008851,False,False,True,False
2149244783,15,0,8580,1,False,32,15,0.00858,False,False,True,False
2384663647,15,0,8366,1,False,32,15,0.008366,False,False,True,False
13735796002281676999,15,0,15768,1,False,64,15,0.015768,False,False,True,False
14310260176365416025,15,0,15689,3,False,64,15,0.015689,False,False,True,False
14256331602474582805,15,0,15474,2,False,64,15,0.015474,False,False,True,False
17490784102544701661,15,0,13849,2,False,64,15,0.013849,False,False,True,False
14481975336352111487,15,0,14503,1,False,64,15,0.014503,False,False,True,False
16194581791458925085,15,0,14491,2,False,64,15,0.014491,False,False,True,False
13388369873121521961,15,0,14765,3,False,64,15,0.014765,False,False,True,False
10274549014183291387,15,0,13522,1,False,64,15,0.013522,False,False,True,False
14910571055952252123,15,0,13586,1,False,64,15,0.013586,False,False,True,False
11955967782054583207,15,0,14553,1,False,64,15,0.014553,False,False,True,False
11600189632129790437,15,0,15337,2,False,64,15,0.015337,False,False,True,False
10186417792844870081,15,0,16022,6,False,64,15,0.016022,False,False,True,False
11715229317521267233,15,0,15150,5,False,64,15,0.01515,False,False,True,False
17147507823226193959,15,0,14316,1,False,64,15,0.014316,False,False,True,False
14018998443484930791,15,0,15114,1,False,64,15,0.015114,False,False,True,False
16915863373473983449,15,0,14240,3,False,64,15,0.01424,False,False,True,False
15197665038469956811,15,0,13289,1,False,64,15,0.013289,False,False,True,False
13766810747009683013,15,0,14976,2,False,64,15,0.014976,False,False,True,False
11648659780512239335,15,0,14535,1,False,64,15,0.014535,False,False,True,False
14623176898799790805,15,0,14359,2,False,64,15,0.014359,False,False,True,False
56517,20,0,17500,2,False,16,20,0.0175,False,False,True,False
59799,20,0,10334,1,False,16,20,0.010334,False,False,True,False
41121,20,0,8664,5,False,16,20,0.008664,False,False,True,False
62555,20,0,6953,1,False,16,20,0.006953,False,False,True,False
56757,20,0,6965,2,False,16,20,0.006965,False,False,True,False
33643,20,0,6527,1,False,16,20,0.006527,False,False,True,False
45021,20,0,6468,2,False,16,20,0.006468,False,False,True,False
58365,20,0,6402,2,False,16,20,0.006402,False,False,True,False
51661,20,0,6285,2,False,16,20,0.006285,False,False,True,False
48567,20,0,12633,1,False,16,20,0.012633,False,False,True,False
36751,20,0,7010,1,False,16,20,0.00701,False,False,True,False
47477,20,0,7502,2,False,16,20,0.007502,False,False,True,False
56471,20,0,6124,1,False,16,20,0.006124,False,False,True,False
64911,20,0,6140,1,False,16,20,0.00614,False,False,True,False
37059,20,0,5978,1,False,16,20,0.005978,False,False,True,False
62845,20,0,6349,2,False,16,20,0.006349,False,False,True,False
63303,20,0,6174,1,False,16,20,0.006174,False,False,True,False
51117,20,0,6344,2,False,16,20,0.006344,False,False,True,False
45623,20,0,6058,1,False,16,20,0.006058,False,False,True,False
38741,20,0,6113,2,False,16,20,0.006113,False,False,True,False
2522342955,20,0,11256,1,False,32,20,0.011256,False,False,True,False
2493900019,20,0,9684,1,False,32,20,0.009684,False,False,True,False
4012293711,20,0,10249,1,False,32,20,0.010249,False,False,True,False
4102147835,20,0,9649,1,False,32,20,0.009649,False,False,True,False
2982885235,20,0,9435,1,False,32,20,0.009435,False,False,True,False
3970878825,20,0,10766,3,False,32,20,0.010766,False,False,True,False
4047525305,20,0,9635,3,False,32,20,0.009635,False,False,True,False
3612247555,20,0,9284,1,False,32,20,0.009284,False,False,True,False
4052903219,20,0,9364,1,False,32,20,0.009364,False,False,True,False
4145851801,20,0,9547,3,False,32,20,0.009547,False,False,True,False
2530426751,20,0,9298,1,False,32,20,0.009298,False,False,True,False
3572575721,20,0,9929,3,False,32,20,0.009929,False,False,True,False
3876275751,20,0,9012,1,False,32,20,0.009012,False,False,True,False
3728694777,20,0,9720,3,False,32,20,0.00972,False,False,True,False
3404690433,20,0,10459,10,False,32,20,0.010459,False,False,True,False
3531451225,20,0,9686,3,False,32,20,0.009686,False,False,True,False
3694738397,20,0,9497,2,False,32,20,0.009497,False,False,True,False
2656470979,20,0,9219,1,False,32,20,0.009219,False,False,True,False
2149244783,20,0,8913,1,False,32,20,0.008913,False,False,True,False
2384663647,20,0,8695,1,False,32,20,0.008695,False,False,True,False
13735796002281676999,20,0,16236,1,False,64,20,0.016236,False,False,True,False
14310260176365416025,20,0,16192,3,False,64,20,0.016192,False,False,True,False
14256331602474582805,20,0,15675,2,False,64,20,0.015675,False,False,True,False
17490784102544701661,20,0,13871,2,False,64,20,0.013871,False,False,True,False
14481975336352111487,20,0,14618,1,False,64,20,0.014618,False,False,True,False
16194581791458925085,20,0,14508,2,False,64,20,0.014508,False,False,True,False
13388369873121521961,20,0,15904,3,False,64,20,0.015904,False,False,True,False
10274549014183291387,20,0,13825,1,False,64,20,0.013825,False,False,True,False
14910571055952252123,20,0,13816,1,False,64,20,0.013816,False,False,True,False
11955967782054583207,20,0,15140,1,False,64,20,0.01514,False,False,True,False
11600189632129790437,20,0,15501,2,False,64,20,0.015501,False,False,True,False
10186417792844870081,20,0,15885,6,False,64,20,0.015885,False,False,True,False
11715229317521267233,20,0,15953,5,False,64,20,0.015953,False,False,True,False
17147507823226193959,20,0,14099,1,False,64,20,0.014099,False,False,True,False
14018998443484930791,20,0,15156,1,False,64,20,0.015156,False,False,True,False
16915863373473983449,20,0,14882,3,False,64,20,0.014882,False,False,True,False
15197665038469956811,20,0,13826,1,False,64,20,0.013826,False,False,True,False
13766810747009683013,20,0,15043,2,False,64,20,0.015043,False,False,True,False
11648659780512239335,20,0,19774,1,False,64,20,0.019774,False,False,True,False
14623176898799790805,20,0,14313,2,False,64,20,0.014313,False,False,True,False
55817,5,1,32547,14,False,16,5,0.032547,True,True,True,False
48623,5,1,16418,5,False,16,5,0.016418,True,True,True,False
56779,5,1,14088,5,False,16,5,0.014088,True,True,True,False
38917,5,1,13149,7,False,16,5,0.013149,True,True,True,False
41659,5,1,12279,5,False,16,5,0.012279,True,True,True,False
45667,5,1,12663,5,False,16,5,0.012663,True,True,True,False
39749,5,1,13685,9,False,16,5,0.013685,True,True,True,False
47497,5,1,13429,10,False,16,5,0.013429,True,True,True,False
33641,5,1,12630,9,False,16,5,0.01263,True,True,True,False
48527,5,1,13084,5,False,16,5,0.013084,True,True,True,False
36791,5,1,12520,5,False,16,5,0.01252,True,True,True,False
57259,5,1,13403,5,False,16,5,0.013403,True,True,True,False
63067,5,1,13521,5,False,16,5,0.013521,True,True,True,False
61493,5,1,13809,8,False,16,5,0.013809,True,True,True,False
51973,5,1,13063,10,False,16,5,0.013063,True,True,True,False
44537,5,1,13346,9,False,16,5,0.013346,True,True,True,False
54083,5,1,12866,5,False,16,5,0.012866,True,True,True,False
54941,5,1,12495,7,False,16,5,0.012495,True,True,True,False
37253,5,1,11957,7,False,16,5,0.011957,True,True,True,False
46589,5,1,12526,5,False,16,5,0.012526,True,True,True,False
2563808287,5,1,33892,5,False,32,5,0.033892,True,True,True,False
3391393513,5,1,37147,9,False,32,5,0.037147,True,True,True,False
2696297629,5,1,33583,7,False,32,5,0.033583,True,True,True,False
2801703733,5,1,34448,6,False,32,5,0.034448,True,True,True,False
3966370531,5,1,32520,5,False,32,5,0.03252,True,True,True,False
2321603821,5,1,31475,8,False,32,5,0.031475,True,True,True,False
2816490233,5,1,33777,12,False,32,5,0.033777,True,True,True,False
2385734441,5,1,31015,8,False,32,5,0.031015,True,True,True,False
3823208663,5,1,35425,5,False,32,5,0.035425,True,True,True,False
2855452877,5,1,32366,8,False,32,5,0.032366,True,True,True,False
2864894471,5,1,31676,5,False,32,5,0.031676,True,True,True,False
2997414421,5,1,33676,8,False,32,5,0.033676,True,True,True,False
2906127481,5,1,35146,12,False,32,5,0.035146,True,True,True,False
2429098033,5,1,29211,11,False,32,5,0.029211,True,True,True,False
3222595631,5,1,32003,5,False,32,5,0.032003,True,True,True,False
2921066431,5,1,36091,5,False,32,5,0.036091,True,True,True,False
2701838261,5,1,30987,8,False,32,5,0.030987,True,True,True,False
3874058579,5,1,37804,5,False,32,5,0.037804,True,True,True,False
2154928849,5,1,32762,12,False,32,5,0.032762,True,True,True,False
2348155637,5,1,32340,5,False,32,5,0.03234,True,True,True,False
15965702284216551169,5,1,81598,33,False,64,5,0.081598,True,True,True,False
14218292104777780189,5,1,78193,7,False,64,5,0.078193,True,True,True,False
17721566960990525873,5,1,75741,13,False,64,5,0.075741,True,True,True,False
17575924332137384929,5,1,77302,22,False,64,5,0.077302,True,True,True,False
55817,10,1,30653,24,False,16,10,0.030653,True,True,True,False
48623,10,1,16620,10,False,16,10,0.01662,True,True,True,False
56779,10,1,14924,10,False,16,10,0.014924,True,True,True,False
38917,10,1,14228,15,False,16,10,0.014228,True,True,True,False
41659,10,1,13700,10,False,16,10,0.0137,True,True,True,False
45667,10,1,13410,10,False,16,10,0.01341,True,True,True,False
39749,10,1,14224,18,False,16,10,0.014224,True,True,True,False
47497,10,1,14193,20,False,16,10,0.014193,True,True,True,False
33641,10,1,14087,22,False,16,10,0.014087,True,True,True,False
48527,10,1,13751,10,False,16,10,0.013751,True,True,True,False
36791,10,1,13269,10,False,16,10,0.013269,True,True,True,False
57259,10,1,14192,10,False,16,10,0.014192,True,True,True,False
63067,10,1,13976,10,False,16,10,0.013976,True,True,True,False
61493,10,1,14307,15,False,16,10,0.014307,True,True,True,False
51973,10,1,14059,18,False,16,10,0.014059,True,True,True,False
44537,10,1,14788,19,False,16,10,0.014788,True,True,True,False
54083,10,1,13206,10,False,16,10,0.013206,True,True,True,False
54941,10,1,13916,12,False,16,10,0.013916,True,True,True,False
37253,10,1,12791,13,False,16,10,0.012791,True,True,True,False
46589,10,1,14318,13,False,16,10,0.014318,True,True,True,False
2563808287,10,1,42842,10,False,32,10,0.042842,True,True,True,False
3391393513,10,1,41280,20,False,32,10,0.04128,True,True,True,False
2696297629,10,1,42284,13,False,32,10,0.042284,True,True,True,False
2801703733,10,1,43026,14,False,32,10,0.043026,True,True,True,False
3966370531,10,1,40886,10,False,32,10,0.040886,True,True,True,False
2321603821,10,1,41960,16,False,32,10,0.04196,True,True,True,False
2816490233,10,1,42734,23,False,32,10,0.042734,True,True,True,False
2385734441,10,1,39802,19,False,32,10,0.039802,True,True,True,False
3823208663,10,1,50870,10,False,32,10,0.05087,True,True,True,False
2855452877,10,1,39300,15,False,32,10,0.0393,True,True,True,False
2864894471,10,1,39390,10,False,32,10,0.03939,True,True,True,False
2997414421,10,1,42886,16,False,32,10,0.042886,True,True,True,False
2906127481,10,1,45842,27,False,32,10,0.045842,True,True,True,False
2429098033,10,1,37521,23,False,32,10,0.037521,True,True,True,False
3222595631,10,1,41594,10,False,32,10,0.041594,True,True,True,False
2921066431,10,1,45918,10,False,32,10,0.045918,True,True,True,False
2701838261,10,1,40297,15,False,32,10,0.040297,True,True,True,False
3874058579,10,1,45472,10,False,32,10,0.045472,True,True,True,False
2154928849,10,1,37552,24,False,32,10,0.037552,True,True,True,False
2348155637,10,1,39785,13,False,32,10,0.039785,True,True,True,False
15965702284216551169,10,1,108532,70,False,64,10,0.108532,True,True,True,False
14218292104777780189,10,1,101678,16,False,64,10,0.101678,True,True,True,False
17721566960990525873,10,1,99707,27,False,64,10,0.099707,True,True,True,False
17575924332137384929,10,1,103543,42,False,64,10,0.103543,True,True,True,False
