category,filename,n,median_time,mean_time,std_time,median_comparisons,median_swaps,correctness_rate
uniform,uniform-input-1670000-3-float.txt,1138979.0,341.0,341.0,,31054942.0,12451208.0,1.0
uniform,uniform-input-1680000-1-float.txt,939264.0,297.0,297.0,,22642527.0,11513193.0,1.0
uniform,uniform-input-1680000-2-float.txt,1056977.0,283.0,283.0,,26191455.0,13359855.0,1.0
uniform,uniform-input-1680000-3-float.txt,1138933.0,341.0,341.0,,32080283.0,13309067.0,1.0
uniform,uniform-input-1690000-1-float.txt,939244.0,313.0,313.0,,23843650.0,11252058.0,1.0
uniform,uniform-input-1690000-2-float.txt,1056961.0,536.0,536.0,,26753357.0,13825600.0,1.0
uniform,uniform-input-1690000-3-float.txt,1139062.0,384.0,384.0,,32554271.0,13833283.0,1.0
uniform,uniform-input-17000-1-float.txt,17000.0,2.0,2.0,,285821.0,124505.0,1.0
uniform,uniform-input-17000-2-float.txt,17000.0,4.0,4.0,,279354.0,147323.0,1.0
uniform,uniform-input-17000-3-float.txt,17000.0,2.0,2.0,,283938.0,136608.0,1.0
uniform,uniform-input-170000-1-float.txt,170000.0,35.0,35.0,,3631472.0,1870662.0,1.0
uniform,uniform-input-170000-2-float.txt,170000.0,34.0,34.0,,3557602.0,1802021.0,1.0
uniform,uniform-input-170000-3-float.txt,170000.0,35.0,35.0,,3585509.0,1803930.0,1.0
uniform,uniform-input-1700000-1-float.txt,939244.0,406.0,406.0,,23248446.0,12440204.0,1.0
uniform,uniform-input-1700000-2-float.txt,1056943.0,294.0,294.0,,25911204.0,12552420.0,1.0
uniform,uniform-input-1700000-3-float.txt,1138950.0,336.0,336.0,,30640257.0,12501216.0,1.0
uniform,uniform-input-1710000-1-float.txt,939247.0,328.0,328.0,,22965322.0,11272931.0,1.0
uniform,uniform-input-1710000-2-float.txt,1056964.0,326.0,326.0,,26259707.0,13110315.0,1.0
uniform,uniform-input-1710000-3-float.txt,1139017.0,397.0,397.0,,30424999.0,12676520.0,1.0
uniform,uniform-input-1720000-1-float.txt,939280.0,339.0,339.0,,23291693.0,12187068.0,1.0
uniform,uniform-input-1720000-2-float.txt,1056970.0,538.0,538.0,,27446591.0,13241613.0,1.0
uniform,uniform-input-1720000-3-float.txt,1138988.0,386.0,386.0,,31045048.0,12492950.0,1.0
uniform,uniform-input-1730000-1-float.txt,939206.0,245.0,245.0,,23302505.0,11834465.0,1.0
uniform,uniform-input-1730000-2-float.txt,1056994.0,386.0,386.0,,25950639.0,12956011.0,1.0
uniform,uniform-input-1730000-3-float.txt,1138948.0,356.0,356.0,,30746063.0,13582237.0,1.0
uniform,uniform-input-1740000-1-float.txt,939231.0,334.0,334.0,,24249834.0,12129061.0,1.0
uniform,uniform-input-1740000-2-float.txt,1056922.0,429.0,429.0,,26214576.0,12806707.0,1.0
uniform,uniform-input-1740000-3-float.txt,1139017.0,371.0,371.0,,30486966.0,12447733.0,1.0
uniform,uniform-input-175000-1-float.txt,175000.0,35.0,35.0,,3730017.0,1794380.0,1.0
uniform,uniform-input-175000-2-float.txt,175000.0,34.0,34.0,,3951065.0,1672151.0,1.0
uniform,uniform-input-175000-3-float.txt,175000.0,36.0,36.0,,3643051.0,1776934.0,1.0
uniform,uniform-input-1750000-1-float.txt,939314.0,282.0,282.0,,23076135.0,11435875.0,1.0
uniform,uniform-input-1750000-2-float.txt,1056939.0,317.0,317.0,,27154532.0,14372350.0,1.0
uniform,uniform-input-1750000-3-float.txt,1138981.0,403.0,403.0,,31851811.0,13842708.0,1.0
uniform,uniform-input-1760000-1-float.txt,939305.0,317.0,317.0,,24274825.0,12729271.0,1.0
uniform,uniform-input-1760000-2-float.txt,1056984.0,419.0,419.0,,26533918.0,12736476.0,1.0
uniform,uniform-input-1760000-3-float.txt,1138973.0,416.0,416.0,,30708163.0,12933286.0,1.0
uniform,uniform-input-1770000-1-float.txt,939223.0,267.0,267.0,,24199345.0,13077268.0,1.0
uniform,uniform-input-1770000-2-float.txt,1056967.0,336.0,336.0,,26031261.0,12978218.0,1.0
uniform,uniform-input-1770000-3-float.txt,1138983.0,340.0,340.0,,30990368.0,12831877.0,1.0
uniform,uniform-input-1780000-1-float.txt,939261.0,274.0,274.0,,25682002.0,13251144.0,1.0
uniform,uniform-input-1780000-2-float.txt,1056961.0,315.0,315.0,,25703277.0,13023522.0,1.0
uniform,uniform-input-1780000-3-float.txt,1138967.0,359.0,359.0,,31351456.0,13930074.0,1.0
uniform,uniform-input-1790000-1-float.txt,939289.0,343.0,343.0,,22567955.0,11454568.0,1.0
uniform,uniform-input-1790000-2-float.txt,1056973.0,449.0,449.0,,26427807.0,13151409.0,1.0
uniform,uniform-input-1790000-3-float.txt,1138936.0,422.0,422.0,,32728408.0,12975845.0,1.0
uniform,uniform-input-18000-1-float.txt,18000.0,2.0,2.0,,307383.0,146192.0,1.0
uniform,uniform-input-18000-2-float.txt,18000.0,2.0,2.0,,307899.0,149264.0,1.0
uniform,uniform-input-18000-3-float.txt,18000.0,2.0,2.0,,288420.0,140016.0,1.0
uniform,uniform-input-180000-1-float.txt,180000.0,36.0,36.0,,3844457.0,1780452.0,1.0
uniform,uniform-input-180000-2-float.txt,180000.0,36.0,36.0,,3780956.0,1920102.0,1.0
uniform,uniform-input-180000-3-float.txt,180000.0,37.0,37.0,,3880867.0,1833668.0,1.0
uniform,uniform-input-1800000-1-float.txt,939262.0,298.0,298.0,,22638023.0,10834590.0,1.0
uniform,uniform-input-1800000-2-float.txt,1056932.0,323.0,323.0,,25801430.0,12392566.0,1.0
uniform,uniform-input-1800000-3-float.txt,1138978.0,347.0,347.0,,31533142.0,13735153.0,1.0
uniform,uniform-input-1810000-1-float.txt,939245.0,295.0,295.0,,23283968.0,11715387.0,1.0
uniform,uniform-input-1810000-2-float.txt,1056923.0,364.0,364.0,,28493995.0,14099373.0,1.0
uniform,uniform-input-1810000-3-float.txt,1139004.0,371.0,371.0,,31632967.0,13741553.0,1.0
uniform,uniform-input-1820000-1-float.txt,939285.0,291.0,291.0,,23851032.0,10896272.0,1.0
uniform,uniform-input-1820000-2-float.txt,1056978.0,482.0,482.0,,27159334.0,15135131.0,1.0
uniform,uniform-input-1820000-3-float.txt,1138998.0,509.0,509.0,,32386513.0,13896575.0,1.0
uniform,uniform-input-1830000-1-float.txt,939248.0,293.0,293.0,,23038255.0,11839622.0,1.0
uniform,uniform-input-1830000-2-float.txt,1056996.0,320.0,320.0,,26184993.0,13007169.0,1.0
uniform,uniform-input-1830000-3-float.txt,1138951.0,335.0,335.0,,31923791.0,13596053.0,1.0
uniform,uniform-input-1840000-1-float.txt,939263.0,310.0,310.0,,22818069.0,11321024.0,1.0
uniform,uniform-input-1840000-2-float.txt,1056968.0,318.0,318.0,,25733274.0,12535258.0,1.0
uniform,uniform-input-1840000-3-float.txt,1138921.0,527.0,527.0,,31635954.0,13027486.0,1.0
uniform,uniform-input-185000-1-float.txt,185000.0,36.0,36.0,,3831956.0,1947165.0,1.0
uniform,uniform-input-185000-2-float.txt,185000.0,38.0,38.0,,4049232.0,2067129.0,1.0
uniform,uniform-input-185000-3-float.txt,185000.0,37.0,37.0,,3982906.0,2048433.0,1.0
uniform,uniform-input-1850000-1-float.txt,939243.0,277.0,277.0,,22794644.0,11611433.0,1.0
uniform,uniform-input-1850000-2-float.txt,1056970.0,358.0,358.0,,26829935.0,13034745.0,1.0
uniform,uniform-input-1850000-3-float.txt,1138943.0,448.0,448.0,,31216777.0,13376618.0,1.0
uniform,uniform-input-1860000-1-float.txt,939254.0,306.0,306.0,,22796706.0,11860073.0,1.0
uniform,uniform-input-1860000-2-float.txt,1057003.0,329.0,329.0,,25445881.0,13256793.0,1.0
uniform,uniform-input-1860000-3-float.txt,1138976.0,492.0,492.0,,31349161.0,13614509.0,1.0
uniform,uniform-input-1870000-1-float.txt,939245.0,281.0,281.0,,22882794.0,11557278.0,1.0
uniform,uniform-input-1870000-2-float.txt,1056958.0,304.0,304.0,,27387281.0,13040335.0,1.0
uniform,uniform-input-1870000-3-float.txt,1138973.0,377.0,377.0,,31571550.0,13592166.0,1.0
uniform,uniform-input-1880000-1-float.txt,939227.0,358.0,358.0,,23086553.0,11065343.0,1.0
uniform,uniform-input-1880000-2-float.txt,1056974.0,379.0,379.0,,26714534.0,12564356.0,1.0
uniform,uniform-input-1880000-3-float.txt,1138977.0,374.0,374.0,,32626949.0,13314914.0,1.0
uniform,uniform-input-1890000-1-float.txt,939193.0,312.0,312.0,,24070250.0,13096040.0,1.0
uniform,uniform-input-1890000-2-float.txt,1056970.0,496.0,496.0,,26889508.0,13508571.0,1.0
uniform,uniform-input-1890000-3-float.txt,1138946.0,393.0,393.0,,31926547.0,14502045.0,1.0
uniform,uniform-input-19000-1-float.txt,19000.0,2.0,2.0,,331381.0,160818.0,1.0
uniform,uniform-input-19000-2-float.txt,19000.0,2.0,2.0,,324266.0,155638.0,1.0
uniform,uniform-input-19000-3-float.txt,19000.0,3.0,3.0,,316136.0,178764.0,1.0
uniform,uniform-input-190000-1-float.txt,190000.0,41.0,41.0,,4480405.0,2058587.0,1.0
uniform,uniform-input-190000-2-float.txt,190000.0,41.0,41.0,,3941714.0,1917380.0,1.0
uniform,uniform-input-190000-3-float.txt,190000.0,38.0,38.0,,4332318.0,1973925.0,1.0
uniform,uniform-input-1900000-1-float.txt,939223.0,292.0,292.0,,22868790.0,11650097.0,1.0
uniform,uniform-input-1900000-2-float.txt,1056987.0,325.0,325.0,,26539542.0,13686194.0,1.0
uniform,uniform-input-1900000-3-float.txt,1138999.0,408.0,408.0,,31116112.0,12874905.0,1.0
uniform,uniform-input-1910000-1-float.txt,939197.0,288.0,288.0,,22165619.0,10588785.0,1.0
uniform,uniform-input-1910000-2-float.txt,1056973.0,283.0,283.0,,25664346.0,12441983.0,1.0
uniform,uniform-input-1910000-3-float.txt,1138994.0,358.0,358.0,,32166083.0,13637347.0,1.0
uniform,uniform-input-1920000-1-float.txt,939209.0,295.0,295.0,,23647301.0,11680133.0,1.0
uniform,uniform-input-1920000-2-float.txt,1056946.0,312.0,312.0,,26855884.0,13257270.0,1.0
uniform,uniform-input-1920000-3-float.txt,1138952.0,445.0,445.0,,31504069.0,13050959.0,1.0
uniform,uniform-input-1930000-1-float.txt,939295.0,269.0,269.0,,23229693.0,11443256.0,1.0
uniform,uniform-input-1930000-2-float.txt,1056939.0,389.0,389.0,,26161493.0,13868793.0,1.0
uniform,uniform-input-1930000-3-float.txt,1138986.0,411.0,411.0,,30558083.0,12972296.0,1.0
uniform,uniform-input-1940000-1-float.txt,939215.0,339.0,339.0,,22399015.0,10947763.0,1.0
uniform,uniform-input-1940000-2-float.txt,1056965.0,384.0,384.0,,25912306.0,13227222.0,1.0
uniform,uniform-input-1940000-3-float.txt,1138952.0,348.0,348.0,,30693027.0,12709439.0,1.0
uniform,uniform-input-195000-1-float.txt,195000.0,41.0,41.0,,4236529.0,2067521.0,1.0
uniform,uniform-input-195000-2-float.txt,195000.0,40.0,40.0,,4206575.0,1965098.0,1.0
uniform,uniform-input-195000-3-float.txt,195000.0,46.0,46.0,,4109074.0,2150415.0,1.0
uniform,uniform-input-1950000-1-float.txt,939241.0,296.0,296.0,,22480601.0,11570217.0,1.0
uniform,uniform-input-1950000-2-float.txt,1056980.0,449.0,449.0,,25906507.0,12692325.0,1.0
uniform,uniform-input-1950000-3-float.txt,1138941.0,359.0,359.0,,34174067.0,13866502.0,1.0
uniform,uniform-input-1960000-1-float.txt,939199.0,373.0,373.0,,24037716.0,11130247.0,1.0
uniform,uniform-input-1960000-2-float.txt,1056912.0,406.0,406.0,,25709932.0,12406937.0,1.0
uniform,uniform-input-1960000-3-float.txt,1138984.0,422.0,422.0,,31906660.0,14151753.0,1.0
uniform,uniform-input-1970000-1-float.txt,939275.0,328.0,328.0,,22512443.0,11899544.0,1.0
uniform,uniform-input-1970000-2-float.txt,1056962.0,295.0,295.0,,26380565.0,13232269.0,1.0
uniform,uniform-input-1970000-3-float.txt,1138999.0,345.0,345.0,,31217780.0,13292333.0,1.0
uniform,uniform-input-1980000-1-float.txt,939272.0,291.0,291.0,,22395580.0,10654604.0,1.0
uniform,uniform-input-1980000-2-float.txt,1056958.0,342.0,342.0,,25527386.0,12909575.0,1.0
uniform,uniform-input-1980000-3-float.txt,1139017.0,405.0,405.0,,30596825.0,13132464.0,1.0
uniform,uniform-input-1990000-1-float.txt,939262.0,278.0,278.0,,23148752.0,11698085.0,1.0
uniform,uniform-input-1990000-2-float.txt,1056971.0,423.0,423.0,,26707095.0,12632706.0,1.0
uniform,uniform-input-1990000-3-float.txt,1138950.0,398.0,398.0,,32068397.0,13103790.0,1.0
uniform,uniform-input-2000-1-float.txt,2000.0,0.0,0.0,,24693.0,12289.0,1.0
uniform,uniform-input-2000-2-float.txt,2000.0,0.0,0.0,,26532.0,14432.0,1.0
uniform,uniform-input-2000-3-float.txt,2000.0,0.0,0.0,,25553.0,13099.0,1.0
uniform,uniform-input-20000-1-float.txt,20000.0,5.0,5.0,,342223.0,182057.0,1.0
uniform,uniform-input-20000-2-float.txt,20000.0,3.0,3.0,,356525.0,166742.0,1.0
uniform,uniform-input-20000-3-float.txt,20000.0,3.0,3.0,,341099.0,183544.0,1.0
uniform,uniform-input-200000-1-float.txt,200000.0,43.0,43.0,,4164997.0,2013922.0,1.0
uniform,uniform-input-200000-2-float.txt,200000.0,42.0,42.0,,4287038.0,2252229.0,1.0
uniform,uniform-input-200000-3-float.txt,200000.0,41.0,41.0,,4191799.0,2083391.0,1.0
uniform,uniform-input-2000000-1-float.txt,939196.0,276.0,276.0,,23042707.0,11284051.0,1.0
uniform,uniform-input-2000000-2-float.txt,1056963.0,370.0,370.0,,25481178.0,12414856.0,1.0
uniform,uniform-input-2000000-3-float.txt,1138976.0,393.0,393.0,,32290842.0,12671209.0,1.0
uniform,uniform-input-205000-1-float.txt,205000.0,44.0,44.0,,4617294.0,2337283.0,1.0
uniform,uniform-input-205000-2-float.txt,205000.0,47.0,47.0,,4358840.0,2250961.0,1.0
uniform,uniform-input-205000-3-float.txt,205000.0,48.0,48.0,,4547299.0,2141118.0,1.0
uniform,uniform-input-2050000-1-float.txt,939282.0,293.0,293.0,,23286960.0,11695357.0,1.0
uniform,uniform-input-2050000-2-float.txt,1056978.0,344.0,344.0,,26076420.0,13015756.0,1.0
uniform,uniform-input-2050000-3-float.txt,1138958.0,417.0,417.0,,31458657.0,13993791.0,1.0
uniform,uniform-input-21000-1-float.txt,21000.0,3.0,3.0,,349131.0,183655.0,1.0
uniform,uniform-input-21000-2-float.txt,21000.0,3.0,3.0,,344229.0,161632.0,1.0
uniform,uniform-input-21000-3-float.txt,21000.0,3.0,3.0,,379053.0,193435.0,1.0
uniform,uniform-input-210000-1-float.txt,210000.0,43.0,43.0,,4565764.0,2380889.0,1.0
uniform,uniform-input-210000-2-float.txt,210000.0,47.0,47.0,,4964324.0,2463233.0,1.0
uniform,uniform-input-210000-3-float.txt,210000.0,45.0,45.0,,4694331.0,2286819.0,1.0
uniform,uniform-input-2100000-1-float.txt,939226.0,328.0,328.0,,23438459.0,11184417.0,1.0
uniform,uniform-input-2100000-2-float.txt,1056968.0,296.0,296.0,,26808838.0,12628038.0,1.0
uniform,uniform-input-2100000-3-float.txt,1138962.0,377.0,377.0,,31420310.0,14210001.0,1.0
uniform,uniform-input-215000-1-float.txt,215000.0,41.0,41.0,,4603699.0,2197748.0,1.0
uniform,uniform-input-215000-2-float.txt,215000.0,46.0,46.0,,4527116.0,2313974.0,1.0
uniform,uniform-input-215000-3-float.txt,215000.0,46.0,46.0,,4543835.0,2246527.0,1.0
uniform,uniform-input-2150000-1-float.txt,939198.0,347.0,347.0,,22931849.0,10884948.0,1.0
uniform,uniform-input-2150000-2-float.txt,1056936.0,316.0,316.0,,26007871.0,13167425.0,1.0
uniform,uniform-input-2150000-3-float.txt,1138998.0,359.0,359.0,,32475802.0,13456212.0,1.0
uniform,uniform-input-22000-1-float.txt,22000.0,3.0,3.0,,379057.0,186772.0,1.0
uniform,uniform-input-22000-2-float.txt,22000.0,3.0,3.0,,379359.0,174889.0,1.0
uniform,uniform-input-22000-3-float.txt,22000.0,3.0,3.0,,367222.0,187934.0,1.0
uniform,uniform-input-220000-1-float.txt,220000.0,52.0,52.0,,4804280.0,2364540.0,1.0
uniform,uniform-input-220000-2-float.txt,220000.0,48.0,48.0,,4930363.0,2392733.0,1.0
uniform,uniform-input-220000-3-float.txt,220000.0,47.0,47.0,,4813729.0,2529933.0,1.0
uniform,uniform-input-2200000-1-float.txt,939294.0,281.0,281.0,,23795420.0,11892224.0,1.0
uniform,uniform-input-2200000-2-float.txt,1056948.0,450.0,450.0,,26915759.0,12705471.0,1.0
uniform,uniform-input-2200000-3-float.txt,1138943.0,320.0,320.0,,32005733.0,13592262.0,1.0
uniform,uniform-input-225000-1-float.txt,225000.0,54.0,54.0,,5132922.0,2688217.0,1.0
uniform,uniform-input-225000-2-float.txt,225000.0,47.0,47.0,,4729232.0,2218690.0,1.0
uniform,uniform-input-225000-3-float.txt,225000.0,49.0,49.0,,4859614.0,2390725.0,1.0
uniform,uniform-input-2250000-1-float.txt,939238.0,274.0,274.0,,23613692.0,11014035.0,1.0
uniform,uniform-input-2250000-2-float.txt,1056956.0,310.0,310.0,,26196959.0,12978452.0,1.0
uniform,uniform-input-2250000-3-float.txt,1138978.0,327.0,327.0,,30591851.0,13535521.0,1.0
uniform,uniform-input-23000-1-float.txt,23000.0,3.0,3.0,,400820.0,182032.0,1.0
uniform,uniform-input-23000-2-float.txt,23000.0,5.0,5.0,,387008.0,184036.0,1.0
uniform,uniform-input-23000-3-float.txt,23000.0,6.0,6.0,,373920.0,182026.0,1.0
uniform,uniform-input-230000-1-float.txt,230000.0,57.0,57.0,,5010761.0,2507759.0,1.0
uniform,uniform-input-230000-2-float.txt,230000.0,56.0,56.0,,5201140.0,2597888.0,1.0
uniform,uniform-input-230000-3-float.txt,230000.0,48.0,48.0,,5169561.0,2391592.0,1.0
uniform,uniform-input-2300000-1-float.txt,939235.0,310.0,310.0,,22996156.0,11362927.0,1.0
uniform,uniform-input-2300000-2-float.txt,1056977.0,350.0,350.0,,26077927.0,13544285.0,1.0
uniform,uniform-input-2300000-3-float.txt,1138935.0,387.0,387.0,,31208124.0,13261503.0,1.0
uniform,uniform-input-235000-1-float.txt,235000.0,49.0,49.0,,5363833.0,2747333.0,1.0
uniform,uniform-input-235000-2-float.txt,235000.0,55.0,55.0,,5105504.0,2473252.0,1.0
uniform,uniform-input-235000-3-float.txt,235000.0,52.0,52.0,,5293917.0,2590804.0,1.0
uniform,uniform-input-2350000-1-float.txt,939316.0,304.0,304.0,,23285565.0,11591457.0,1.0
uniform,uniform-input-2350000-2-float.txt,1056966.0,325.0,325.0,,26501992.0,12346002.0,1.0
uniform,uniform-input-2350000-3-float.txt,1138953.0,419.0,419.0,,32889115.0,13215357.0,1.0
uniform,uniform-input-24000-1-float.txt,24000.0,3.0,3.0,,409038.0,198721.0,1.0
uniform,uniform-input-24000-2-float.txt,24000.0,3.0,3.0,,406228.0,200708.0,1.0
uniform,uniform-input-24000-3-float.txt,24000.0,3.0,3.0,,415978.0,205178.0,1.0
uniform,uniform-input-240000-1-float.txt,240000.0,62.0,62.0,,5571264.0,3099120.0,1.0
uniform,uniform-input-240000-2-float.txt,240000.0,55.0,55.0,,5205889.0,2571772.0,1.0
uniform,uniform-input-240000-3-float.txt,240000.0,59.0,59.0,,5427839.0,2619444.0,1.0
uniform,uniform-input-2400000-1-float.txt,939230.0,306.0,306.0,,22241598.0,11492700.0,1.0
uniform,uniform-input-2400000-2-float.txt,1056991.0,406.0,406.0,,26147168.0,12576551.0,1.0
uniform,uniform-input-2400000-3-float.txt,1138948.0,359.0,359.0,,32334167.0,13250938.0,1.0
uniform,uniform-input-245000-1-float.txt,245000.0,51.0,51.0,,5513544.0,2762481.0,1.0
uniform,uniform-input-245000-2-float.txt,245000.0,54.0,54.0,,5247668.0,2598031.0,1.0
uniform,uniform-input-245000-3-float.txt,245000.0,54.0,54.0,,5632050.0,2927691.0,1.0
uniform,uniform-input-2450000-1-float.txt,939340.0,338.0,338.0,,23112129.0,11382995.0,1.0
uniform,uniform-input-2450000-2-float.txt,1056977.0,334.0,334.0,,27008536.0,13375506.0,1.0
uniform,uniform-input-2450000-3-float.txt,1138979.0,400.0,400.0,,31464201.0,12903148.0,1.0
uniform,uniform-input-25000-1-float.txt,25000.0,4.0,4.0,,423304.0,226254.0,1.0
uniform,uniform-input-25000-2-float.txt,25000.0,7.0,7.0,,440870.0,238761.0,1.0
uniform,uniform-input-25000-3-float.txt,25000.0,4.0,4.0,,430451.0,201835.0,1.0
uniform,uniform-input-250000-1-float.txt,250000.0,58.0,58.0,,5248123.0,2738373.0,1.0
uniform,uniform-input-250000-2-float.txt,250000.0,65.0,65.0,,5400902.0,2712105.0,1.0
uniform,uniform-input-250000-3-float.txt,250000.0,57.0,57.0,,6077568.0,3078184.0,1.0
uniform,uniform-input-2500000-1-float.txt,939253.0,300.0,300.0,,23323866.0,11317358.0,1.0
uniform,uniform-input-2500000-2-float.txt,1056993.0,350.0,350.0,,25481606.0,12484181.0,1.0
uniform,uniform-input-2500000-3-float.txt,1138987.0,550.0,550.0,,30824473.0,13155663.0,1.0
uniform,uniform-input-255000-1-float.txt,255000.0,61.0,61.0,,5662165.0,2778124.0,1.0
uniform,uniform-input-255000-2-float.txt,255000.0,56.0,56.0,,5320148.0,2734334.0,1.0
uniform,uniform-input-255000-3-float.txt,255000.0,56.0,56.0,,5669296.0,2684914.0,1.0
uniform,uniform-input-2550000-1-float.txt,939207.0,265.0,265.0,,22680986.0,11206243.0,1.0
uniform,uniform-input-2550000-2-float.txt,1056956.0,427.0,427.0,,27074829.0,12837771.0,1.0
uniform,uniform-input-2550000-3-float.txt,1138997.0,357.0,357.0,,31717489.0,12558308.0,1.0
uniform,uniform-input-26000-1-float.txt,26000.0,4.0,4.0,,443458.0,214157.0,1.0
uniform,uniform-input-26000-2-float.txt,26000.0,4.0,4.0,,468225.0,218331.0,1.0
uniform,uniform-input-26000-3-float.txt,26000.0,4.0,4.0,,460031.0,202011.0,1.0
uniform,uniform-input-260000-1-float.txt,260000.0,61.0,61.0,,5670037.0,2878414.0,1.0
uniform,uniform-input-260000-2-float.txt,260000.0,59.0,59.0,,5729433.0,2776958.0,1.0
uniform,uniform-input-260000-3-float.txt,260000.0,64.0,64.0,,5993061.0,2800309.0,1.0
uniform,uniform-input-2600000-1-float.txt,939258.0,363.0,363.0,,23751693.0,11174113.0,1.0
uniform,uniform-input-2600000-2-float.txt,1056951.0,340.0,340.0,,29162729.0,15224630.0,1.0
uniform,uniform-input-2600000-3-float.txt,1138921.0,392.0,392.0,,31242213.0,13466027.0,1.0
uniform,uniform-input-265000-1-float.txt,265000.0,53.0,53.0,,5907476.0,2968007.0,1.0
uniform,uniform-input-265000-2-float.txt,265000.0,59.0,59.0,,5842161.0,2944766.0,1.0
uniform,uniform-input-265000-3-float.txt,265000.0,60.0,60.0,,5938230.0,3127192.0,1.0
uniform,uniform-input-2650000-1-float.txt,939225.0,336.0,336.0,,23683392.0,12357127.0,1.0
uniform,uniform-input-2650000-2-float.txt,1056955.0,342.0,342.0,,25888554.0,12631069.0,1.0
uniform,uniform-input-2650000-3-float.txt,1138968.0,346.0,346.0,,32228334.0,14486610.0,1.0
uniform,uniform-input-27000-1-float.txt,27000.0,4.0,4.0,,464423.0,222787.0,1.0
uniform,uniform-input-27000-2-float.txt,27000.0,4.0,4.0,,499007.0,253680.0,1.0
uniform,uniform-input-27000-3-float.txt,27000.0,4.0,4.0,,469962.0,229616.0,1.0
uniform,uniform-input-270000-1-float.txt,270000.0,58.0,58.0,,6072382.0,3070458.0,1.0
uniform,uniform-input-270000-2-float.txt,270000.0,60.0,60.0,,6045274.0,2910580.0,1.0
uniform,uniform-input-270000-3-float.txt,270000.0,77.0,77.0,,6243230.0,3200164.0,1.0
uniform,uniform-input-2700000-1-float.txt,939211.0,287.0,287.0,,24024748.0,12037087.0,1.0
uniform,uniform-input-2700000-2-float.txt,1056939.0,450.0,450.0,,25353493.0,12730120.0,1.0
uniform,uniform-input-2700000-3-float.txt,1138944.0,535.0,535.0,,31499749.0,14290531.0,1.0
uniform,uniform-input-275000-1-float.txt,275000.0,64.0,64.0,,5894499.0,3032814.0,1.0
uniform,uniform-input-275000-2-float.txt,275000.0,69.0,69.0,,5847913.0,3019122.0,1.0
uniform,uniform-input-275000-3-float.txt,275000.0,63.0,63.0,,6093126.0,2696486.0,1.0
uniform,uniform-input-2750000-1-float.txt,939260.0,299.0,299.0,,22813413.0,11438623.0,1.0
uniform,uniform-input-2750000-2-float.txt,1056973.0,423.0,423.0,,25544551.0,13119266.0,1.0
uniform,uniform-input-2750000-3-float.txt,1138968.0,417.0,417.0,,30554150.0,12944162.0,1.0
uniform,uniform-input-28000-1-float.txt,28000.0,4.0,4.0,,499946.0,230343.0,1.0
uniform,uniform-input-28000-2-float.txt,28000.0,5.0,5.0,,481498.0,245573.0,1.0
uniform,uniform-input-28000-3-float.txt,28000.0,4.0,4.0,,502687.0,242591.0,1.0
uniform,uniform-input-280000-1-float.txt,280000.0,69.0,69.0,,6097270.0,3135755.0,1.0
uniform,uniform-input-280000-2-float.txt,280000.0,64.0,64.0,,6120352.0,3237555.0,1.0
uniform,uniform-input-280000-3-float.txt,280000.0,58.0,58.0,,6226415.0,2968490.0,1.0
uniform,uniform-input-2800000-1-float.txt,939203.0,324.0,324.0,,23136282.0,11261046.0,1.0
uniform,uniform-input-2800000-2-float.txt,1056970.0,338.0,338.0,,25862995.0,12542952.0,1.0
uniform,uniform-input-2800000-3-float.txt,1138948.0,356.0,356.0,,31068331.0,12922004.0,1.0
uniform,uniform-input-285000-1-float.txt,285000.0,62.0,62.0,,6383609.0,2843536.0,1.0
uniform,uniform-input-285000-2-float.txt,285000.0,62.0,62.0,,6143584.0,3101935.0,1.0
uniform,uniform-input-285000-3-float.txt,285000.0,66.0,66.0,,6376198.0,3172900.0,1.0
uniform,uniform-input-2850000-1-float.txt,939250.0,367.0,367.0,,22860945.0,10494616.0,1.0
uniform,uniform-input-2850000-2-float.txt,1056982.0,481.0,481.0,,25590143.0,12692424.0,1.0
uniform,uniform-input-2850000-3-float.txt,1138970.0,434.0,434.0,,30968818.0,13013496.0,1.0
uniform,uniform-input-29000-1-float.txt,29000.0,4.0,4.0,,494149.0,270616.0,1.0
uniform,uniform-input-29000-2-float.txt,29000.0,4.0,4.0,,551437.0,275241.0,1.0
uniform,uniform-input-29000-3-float.txt,29000.0,4.0,4.0,,518170.0,270539.0,1.0
uniform,uniform-input-290000-1-float.txt,290000.0,62.0,62.0,,6392908.0,3251429.0,1.0
uniform,uniform-input-290000-2-float.txt,290000.0,66.0,66.0,,6195695.0,3099139.0,1.0
uniform,uniform-input-290000-3-float.txt,290000.0,69.0,69.0,,6581051.0,3453813.0,1.0
uniform,uniform-input-2900000-1-float.txt,939240.0,344.0,344.0,,23170429.0,12410802.0,1.0
uniform,uniform-input-2900000-2-float.txt,1056959.0,328.0,328.0,,25559919.0,12766267.0,1.0
uniform,uniform-input-2900000-3-float.txt,1139015.0,491.0,491.0,,33216665.0,14622941.0,1.0
uniform,uniform-input-295000-1-float.txt,295000.0,70.0,70.0,,6663915.0,3300746.0,1.0
uniform,uniform-input-295000-2-float.txt,295000.0,86.0,86.0,,6542521.0,3204258.0,1.0
uniform,uniform-input-295000-3-float.txt,295000.0,141.0,141.0,,6719390.0,3319484.0,1.0
uniform,uniform-input-2950000-1-float.txt,939214.0,287.0,287.0,,22510790.0,11471002.0,1.0
